invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
i218174,c960472,food & beverage,3,15.69,05-02-2023,mall of istanbul
i225655,c733306,cosmetics,1,40.66,20-01-2023,kanyon
i293941,c158654,toys,4,143.36,07-03-2023,mall of istanbul
i308266,c105882,souvenir,3,35.19,16-02-2023,mall of istanbul
i941167,c607358,technology,5,5250.0,06-01-2023,kanyon
i203420,c212961,toys,3,107.52,21-01-2023,metrocity
i734843,c348835,food & beverage,2,10.46,04-02-2023,kanyon
i333302,c206978,cosmetics,2,81.32,07-03-2023,zorlu center
i119711,c143909,food & beverage,5,26.15,09-02-2023,metrocity
i654704,c411326,clothing,1,300.08,01-01-2023,mall of istanbul
i188576,c337988,cosmetics,5,203.3,28-01-2023,cevahir avm
i335099,c179174,clothing,5,1500.4,01-01-2023,emaar square mall
i708515,c202619,technology,3,3150.0,08-02-2023,cevahir avm
i447475,c183187,food & beverage,2,10.46,13-01-2023,kanyon
i284267,c123858,clothing,4,1200.32,04-03-2023,viaport outlet
i793860,c184324,cosmetics,5,203.3,28-02-2023,viaport outlet
i311784,c460177,shoes,2,1200.34,24-02-2023,cevahir avm
i215557,c312681,cosmetics,2,81.32,16-02-2023,istinye park
i240047,c678401,toys,1,35.84,13-02-2023,kanyon
i340411,c102342,clothing,2,600.16,05-03-2023,kanyon
i172091,c216655,clothing,2,600.16,06-02-2023,forum istanbul
i114656,c216497,food & beverage,2,10.46,28-01-2023,metrocity
i202633,c654811,clothing,4,1200.32,03-03-2023,metrocity
i316484,c133336,clothing,3,900.24,14-02-2023,kanyon
i193104,c297798,clothing,5,1500.4,27-02-2023,metropol avm
i338440,c187009,toys,3,107.52,25-01-2023,istinye park
i598777,c244800,books,5,75.75,03-01-2023,kanyon
i257597,c446333,clothing,3,900.24,14-02-2023,istinye park
i269180,c245684,clothing,2,600.16,28-02-2023,zorlu center
i212270,c198502,clothing,5,1500.4,09-01-2023,emaar square mall
i628865,c295171,cosmetics,2,81.32,13-01-2023,metrocity
i127812,c335110,shoes,4,2400.68,12-01-2023,emaar square mall
i280126,c160694,clothing,2,600.16,21-02-2023,kanyon
i642770,c337690,clothing,1,300.08,24-02-2023,metropol avm
i179156,c960701,clothing,2,600.16,21-01-2023,kanyon
i214307,c104404,shoes,2,1200.34,17-01-2023,metropol avm
i247871,c611525,clothing,1,300.08,27-02-2023,metropol avm
i226205,c218359,clothing,1,300.08,16-01-2023,kanyon
i156722,c336228,clothing,2,600.16,23-02-2023,mall of istanbul
i921225,c146859,shoes,4,2400.68,20-02-2023,mall of istanbul
i177561,c294466,clothing,5,1500.4,21-02-2023,kanyon
i293251,c111227,clothing,5,1500.4,28-02-2023,emaar square mall
i167310,c277935,clothing,5,1500.4,06-03-2023,mall of istanbul
i326376,c104799,books,3,45.45,18-02-2023,mall of istanbul
i149025,c585595,clothing,5,1500.4,28-02-2023,forum istanbul
i325645,c144297,technology,5,5250.0,28-01-2023,metrocity
i764917,c710581,cosmetics,2,81.32,28-01-2023,zorlu center
i231150,c123501,food & beverage,2,10.46,15-02-2023,metrocity
i130642,c288437,shoes,2,1200.34,14-02-2023,kanyon
i197051,c444465,food & beverage,1,5.23,02-03-2023,metropol avm
i130993,c100236,clothing,2,600.16,24-02-2023,metropol avm
i239555,c405075,souvenir,2,23.46,19-02-2023,metrocity
i289163,c302356,clothing,2,600.16,07-01-2023,kanyon
i850992,c313390,clothing,5,1500.4,10-02-2023,emaar square mall
i575302,c136382,food & beverage,3,15.69,18-01-2023,viaport outlet
i244629,c151278,books,3,45.45,08-02-2023,mall of istanbul
i157071,c768416,food & beverage,2,10.46,21-02-2023,kanyon
i202474,c484926,cosmetics,3,121.98,02-03-2023,zorlu center
i254489,c480295,shoes,3,1800.51,14-01-2023,mall of istanbul
i865641,c274860,shoes,5,3000.85,04-02-2023,kanyon
i154419,c441816,cosmetics,1,40.66,24-01-2023,metrocity
i765614,c209769,food & beverage,2,10.46,05-03-2023,kanyon
i125745,c327532,food & beverage,1,5.23,13-01-2023,metrocity
i363806,c201648,food & beverage,5,26.15,08-02-2023,kanyon
i183549,c544402,cosmetics,5,203.3,17-02-2023,metrocity
i276194,c878654,food & beverage,5,26.15,31-01-2023,mall of istanbul
i950024,c228471,books,4,60.6,13-02-2023,istinye park
i206754,c836686,clothing,1,300.08,29-01-2023,mall of istanbul
i195118,c107171,shoes,2,1200.34,29-01-2023,kanyon
i235537,c301848,souvenir,1,11.73,22-01-2023,metrocity
i107433,c234151,toys,1,35.84,01-02-2023,forum istanbul
i324962,c807759,clothing,2,600.16,16-01-2023,mall of istanbul
i338593,c202147,toys,4,143.36,11-01-2023,istinye park
i422015,c216247,clothing,2,600.16,26-01-2023,emaar square mall
i293417,c117823,food & beverage,1,5.23,10-01-2023,metropol avm
i210156,c233787,shoes,3,1800.51,08-02-2023,kanyon
i107765,c318869,food & beverage,1,5.23,08-03-2023,kanyon
i502252,c301511,clothing,4,1200.32,05-01-2023,mall of istanbul
i149971,c262797,technology,4,4200.0,09-02-2023,mall of istanbul
i272589,c330139,clothing,1,300.08,17-01-2023,istinye park
i117110,c157996,technology,5,5250.0,14-01-2023,metropol avm
i143967,c142058,cosmetics,3,121.98,06-03-2023,istinye park
i225114,c221106,souvenir,5,58.65,22-01-2023,emaar square mall
i246749,c132840,cosmetics,4,162.64,09-02-2023,cevahir avm
i678917,c837399,clothing,2,600.16,03-01-2023,mall of istanbul
i117641,c903626,clothing,5,1500.4,08-03-2023,mall of istanbul
i256315,c206609,toys,3,107.52,25-01-2023,mall of istanbul
i304305,c142632,clothing,2,600.16,21-02-2023,mall of istanbul
i123349,c898308,clothing,4,1200.32,07-02-2023,kanyon
i820382,c229442,food & beverage,3,15.69,26-02-2023,kanyon
i217093,c183294,cosmetics,5,203.3,18-02-2023,istinye park
i462840,c212029,cosmetics,3,121.98,04-02-2023,mall of istanbul
i313259,c139103,clothing,4,1200.32,29-01-2023,zorlu center
i302052,c184127,books,4,60.6,20-02-2023,istinye park
i302311,c635749,shoes,3,1800.51,22-01-2023,emaar square mall
i443492,c174444,clothing,4,1200.32,01-03-2023,kanyon
i292728,c110496,food & beverage,3,15.69,05-03-2023,metropol avm
i765562,c273919,books,1,15.15,25-02-2023,kanyon
i915757,c158853,cosmetics,1,40.66,19-02-2023,mall of istanbul
i374937,c211356,clothing,5,1500.4,14-01-2023,istinye park
i778956,c220238,clothing,4,1200.32,31-01-2023,metrocity
i190615,c137966,cosmetics,1,40.66,06-03-2023,forum istanbul
i112413,c227694,souvenir,5,58.65,31-01-2023,metropol avm
i247953,c161951,souvenir,3,35.19,12-02-2023,forum istanbul
i905276,c103221,shoes,3,1800.51,21-02-2023,mall of istanbul
i227688,c149731,food & beverage,1,5.23,07-03-2023,istinye park
i259234,c192462,clothing,1,300.08,07-03-2023,mall of istanbul
i599278,c775709,shoes,5,3000.85,02-03-2023,metrocity
i267857,c182507,clothing,3,900.24,04-03-2023,mall of istanbul
i453931,c206176,clothing,4,1200.32,01-01-2023,kanyon
i279964,c153133,toys,3,107.52,08-01-2023,mall of istanbul
i312345,c259112,toys,2,71.68,12-01-2023,viaport outlet
i650909,c285106,souvenir,5,58.65,09-01-2023,kanyon
i425650,c265167,shoes,1,600.17,08-03-2023,mall of istanbul
i824836,c231378,shoes,5,3000.85,01-01-2023,metropol avm
i594210,c306697,clothing,3,900.24,03-02-2023,metropol avm
i361523,c262510,clothing,2,600.16,23-02-2023,kanyon
i191289,c170645,food & beverage,3,15.69,01-01-2023,kanyon
i176003,c233654,cosmetics,2,81.32,01-03-2023,mall of istanbul
i577172,c886539,food & beverage,4,20.92,09-02-2023,emaar square mall
i693185,c282058,clothing,3,900.24,09-01-2023,viaport outlet
i271358,c158205,clothing,5,1500.4,14-01-2023,istinye park
i315204,c194061,clothing,3,900.24,06-02-2023,kanyon
i245290,c154062,clothing,1,300.08,27-02-2023,metrocity
i309550,c297803,clothing,3,900.24,17-02-2023,istinye park
i904358,c165177,clothing,1,300.08,14-02-2023,mall of istanbul
i164343,c895103,clothing,5,1500.4,22-01-2023,kanyon
i120210,c179472,shoes,3,1800.51,09-01-2023,mall of istanbul
i313520,c338493,cosmetics,1,40.66,06-01-2023,metropol avm
i944773,c103671,shoes,4,2400.68,13-02-2023,emaar square mall
i207772,c297791,toys,1,35.84,28-01-2023,metropol avm
i171051,c252784,clothing,3,900.24,04-01-2023,metrocity
i882221,c291617,clothing,1,300.08,01-02-2023,metropol avm
i131092,c285145,food & beverage,3,15.69,24-01-2023,metropol avm
i195925,c323844,clothing,4,1200.32,24-01-2023,metropol avm
i114420,c670355,toys,2,71.68,14-01-2023,metrocity
i329273,c120638,cosmetics,3,121.98,16-01-2023,istinye park
i232368,c376513,shoes,5,3000.85,12-02-2023,metrocity
i433268,c209710,clothing,3,900.24,28-01-2023,zorlu center
i259386,c146578,clothing,2,600.16,19-01-2023,metrocity
i204521,c302136,clothing,2,600.16,15-01-2023,metrocity
i774522,c151015,cosmetics,4,162.64,12-01-2023,metrocity
i133218,c250832,food & beverage,5,26.15,25-02-2023,kanyon
i177254,c243353,clothing,3,900.24,10-01-2023,istinye park
i758920,c319870,cosmetics,3,121.98,03-01-2023,metrocity
i194102,c132242,clothing,2,600.16,15-01-2023,zorlu center
i339779,c297306,cosmetics,4,162.64,11-02-2023,kanyon
i489338,c270066,clothing,3,900.24,16-01-2023,mall of istanbul
i287791,c493814,clothing,5,1500.4,21-01-2023,viaport outlet
i165376,c253045,books,4,60.6,12-02-2023,zorlu center
i667999,c363993,souvenir,5,58.65,03-02-2023,zorlu center
i254396,c295872,clothing,2,600.16,07-01-2023,metropol avm
i226278,c205272,clothing,2,600.16,08-03-2023,istinye park
i129331,c141573,clothing,5,1500.4,12-01-2023,forum istanbul
i286438,c323302,shoes,4,2400.68,12-01-2023,emaar square mall
i952364,c325554,food & beverage,1,5.23,22-02-2023,zorlu center
i339822,c229560,technology,1,1050.0,21-02-2023,mall of istanbul
i179543,c197913,cosmetics,2,81.32,08-01-2023,metrocity
i231181,c595319,clothing,3,900.24,22-01-2023,metrocity
i225861,c839306,clothing,1,300.08,17-02-2023,kanyon
i814404,c251686,cosmetics,4,162.64,07-03-2023,cevahir avm
i219754,c210853,toys,5,179.2,23-02-2023,metrocity
i149695,c169060,cosmetics,2,81.32,16-01-2023,metropol avm
i152738,c199131,souvenir,2,23.46,24-01-2023,cevahir avm
i534055,c201042,clothing,1,300.08,09-02-2023,zorlu center
i264289,c108064,cosmetics,5,203.3,09-01-2023,emaar square mall
i417511,c321155,clothing,1,300.08,05-01-2023,istinye park
i234595,c268739,technology,2,2100.0,10-01-2023,mall of istanbul
i123533,c138360,clothing,5,1500.4,19-01-2023,metropol avm
i101852,c224985,clothing,2,600.16,04-03-2023,mall of istanbul
i231038,c116005,clothing,4,1200.32,03-01-2023,mall of istanbul
i105037,c334844,clothing,3,900.24,24-02-2023,mall of istanbul
i203097,c174811,clothing,5,1500.4,13-02-2023,metrocity
i252577,c166171,clothing,1,300.08,11-02-2023,kanyon
i238384,c114634,books,2,30.3,04-02-2023,forum istanbul
i186725,c339679,technology,5,5250.0,27-01-2023,kanyon
i217019,c907329,clothing,3,900.24,09-02-2023,mall of istanbul
i726304,c163660,food & beverage,4,20.92,30-01-2023,metropol avm
i250090,c860582,food & beverage,1,5.23,07-02-2023,viaport outlet
i174158,c237468,clothing,5,1500.4,27-02-2023,kanyon
i122708,c161592,technology,5,5250.0,06-02-2023,istinye park
i179288,c291129,cosmetics,4,162.64,22-02-2023,kanyon
i267096,c227724,toys,2,71.68,17-02-2023,metrocity
i136463,c703658,shoes,5,3000.85,09-02-2023,kanyon
i268416,c144942,cosmetics,1,40.66,11-01-2023,metrocity
i558316,c911206,clothing,5,1500.4,17-02-2023,kanyon
i988293,c134290,cosmetics,3,121.98,18-01-2023,metrocity
i774562,c276016,cosmetics,4,162.64,02-01-2023,forum istanbul
i230889,c397242,clothing,1,300.08,05-02-2023,mall of istanbul
i246790,c246633,toys,5,179.2,02-01-2023,emaar square mall
i298968,c141960,clothing,2,600.16,18-02-2023,kanyon
i365741,c251918,shoes,2,1200.34,21-01-2023,metrocity
i278326,c783393,clothing,2,600.16,03-03-2023,zorlu center
i138420,c151779,clothing,5,1500.4,13-01-2023,metrocity
i312511,c336148,shoes,5,3000.85,01-01-2023,kanyon
i266729,c790045,clothing,2,600.16,01-02-2023,kanyon
i115967,c211723,souvenir,5,58.65,03-01-2023,kanyon
i685235,c137300,technology,1,1050.0,06-03-2023,mall of istanbul
i312208,c220931,clothing,5,1500.4,28-01-2023,kanyon
i198808,c140824,clothing,1,300.08,06-02-2023,viaport outlet
i907479,c266409,souvenir,3,35.19,04-01-2023,kanyon
i258793,c317554,clothing,5,1500.4,29-01-2023,metrocity
i293210,c212781,food & beverage,2,10.46,07-01-2023,metropol avm
i176007,c966112,souvenir,1,11.73,14-01-2023,forum istanbul
i334962,c157749,books,5,75.75,09-02-2023,istinye park
i694339,c176409,clothing,2,600.16,30-01-2023,mall of istanbul
i285287,c148867,cosmetics,5,203.3,28-01-2023,kanyon
i313906,c509196,clothing,2,600.16,20-02-2023,metropol avm
i288976,c171094,clothing,4,1200.32,23-02-2023,zorlu center
i162257,c145737,cosmetics,1,40.66,13-02-2023,kanyon
i264772,c566039,shoes,3,1800.51,16-02-2023,istinye park
i132105,c124700,cosmetics,4,162.64,29-01-2023,kanyon
i117347,c259536,books,5,75.75,14-02-2023,kanyon
i102587,c255931,food & beverage,2,10.46,02-01-2023,kanyon
i534741,c208440,food & beverage,5,26.15,27-02-2023,cevahir avm
i326355,c214188,books,2,30.3,26-02-2023,kanyon
i136277,c100804,cosmetics,1,40.66,01-03-2023,mall of istanbul
i168944,c290263,clothing,1,300.08,08-03-2023,forum istanbul
i175327,c177544,shoes,4,2400.68,12-02-2023,mall of istanbul
i339440,c163211,food & beverage,3,15.69,13-01-2023,mall of istanbul
i224238,c153700,shoes,5,3000.85,27-02-2023,metrocity
i191031,c228579,cosmetics,5,203.3,25-01-2023,viaport outlet
i123969,c339774,books,5,75.75,17-01-2023,emaar square mall
i230856,c319683,cosmetics,1,40.66,16-01-2023,emaar square mall
i238223,c753240,clothing,3,900.24,25-02-2023,metrocity
i183077,c219867,shoes,2,1200.34,04-02-2023,kanyon
i740761,c105826,clothing,4,1200.32,01-02-2023,metrocity
i220173,c706846,clothing,5,1500.4,03-01-2023,cevahir avm
i305453,c895825,cosmetics,2,81.32,05-03-2023,metrocity
i218258,c647665,technology,5,5250.0,09-02-2023,mall of istanbul
i138880,c302530,cosmetics,3,121.98,23-01-2023,kanyon
i177718,c106094,clothing,5,1500.4,13-02-2023,mall of istanbul
i108082,c336436,food & beverage,1,5.23,02-01-2023,forum istanbul
i810403,c147116,food & beverage,4,20.92,20-01-2023,metrocity
i329860,c274812,clothing,5,1500.4,23-01-2023,mall of istanbul
i167429,c293010,clothing,4,1200.32,20-01-2023,metrocity
i208977,c958564,clothing,4,1200.32,06-03-2023,istinye park
i297032,c248700,cosmetics,1,40.66,27-01-2023,mall of istanbul
i257461,c231862,food & beverage,3,15.69,06-02-2023,metrocity
i202744,c178408,clothing,1,300.08,05-02-2023,metrocity
i263100,c271293,toys,4,143.36,06-02-2023,kanyon
i126777,c115176,technology,5,5250.0,15-01-2023,mall of istanbul
i141214,c182851,souvenir,1,11.73,19-01-2023,istinye park
i406902,c246363,shoes,3,1800.51,26-01-2023,kanyon
i154640,c331556,toys,1,35.84,21-01-2023,metropol avm
i243689,c171741,clothing,2,600.16,17-01-2023,forum istanbul
i135120,c585495,shoes,2,1200.34,16-02-2023,mall of istanbul
i516115,c173788,technology,1,1050.0,20-02-2023,istinye park
i150168,c812030,souvenir,1,11.73,02-01-2023,mall of istanbul
i166454,c229827,cosmetics,4,162.64,05-01-2023,emaar square mall
i305685,c288911,clothing,4,1200.32,11-02-2023,mall of istanbul
i339338,c613860,clothing,5,1500.4,17-01-2023,istinye park
i283512,c232252,toys,2,71.68,14-01-2023,metrocity
i210775,c169909,clothing,3,900.24,08-03-2023,kanyon
i256120,c286137,toys,5,179.2,02-02-2023,mall of istanbul
i433136,c207126,technology,3,3150.0,20-01-2023,kanyon
i334566,c144077,cosmetics,1,40.66,02-03-2023,forum istanbul
i116967,c779456,cosmetics,5,203.3,07-03-2023,mall of istanbul
i609140,c969697,cosmetics,2,81.32,28-01-2023,emaar square mall
i343264,c634529,food & beverage,1,5.23,19-01-2023,zorlu center
i160323,c172997,books,3,45.45,09-01-2023,mall of istanbul
i122696,c261522,clothing,2,600.16,04-03-2023,kanyon
i255022,c581527,shoes,4,2400.68,04-03-2023,metropol avm
i187052,c208226,food & beverage,5,26.15,28-02-2023,istinye park
i280615,c244667,cosmetics,3,121.98,24-01-2023,mall of istanbul
i294227,c286912,toys,4,143.36,27-02-2023,istinye park
i475158,c477321,clothing,2,600.16,16-02-2023,metrocity
i577587,c249380,souvenir,2,23.46,16-01-2023,istinye park
i195876,c732036,food & beverage,5,26.15,24-02-2023,metrocity
i216135,c113761,clothing,1,300.08,04-02-2023,metrocity
i160589,c314687,clothing,2,600.16,02-02-2023,forum istanbul
i759461,c316545,clothing,4,1200.32,20-01-2023,mall of istanbul
i185080,c931888,clothing,5,1500.4,19-02-2023,kanyon
i286247,c124303,toys,5,179.2,06-02-2023,zorlu center
i538024,c180376,clothing,2,600.16,06-02-2023,mall of istanbul
i309514,c225469,shoes,3,1800.51,17-02-2023,istinye park
i405977,c828397,clothing,1,300.08,02-03-2023,metrocity
i128514,c657164,toys,3,107.52,17-01-2023,metrocity
i248551,c333426,cosmetics,3,121.98,01-01-2023,zorlu center
i539233,c470860,toys,5,179.2,11-01-2023,forum istanbul
i239151,c760069,clothing,3,900.24,03-01-2023,kanyon
i545664,c876866,books,1,15.15,06-01-2023,metropol avm
i193277,c101820,clothing,5,1500.4,10-02-2023,kanyon
i264412,c118574,cosmetics,3,121.98,16-01-2023,mall of istanbul
i673402,c247764,food & beverage,5,26.15,04-01-2023,istinye park
i293370,c170837,shoes,3,1800.51,16-01-2023,istinye park
i302656,c215414,technology,5,5250.0,04-03-2023,cevahir avm
i258394,c300368,cosmetics,4,162.64,08-01-2023,metropol avm
i570259,c331166,clothing,3,900.24,17-02-2023,zorlu center
i331764,c108727,food & beverage,4,20.92,12-02-2023,metrocity
i199941,c136496,food & beverage,1,5.23,22-01-2023,forum istanbul
i290278,c647304,cosmetics,3,121.98,07-03-2023,zorlu center
i331366,c142695,cosmetics,1,40.66,17-02-2023,kanyon
i276596,c266730,shoes,2,1200.34,15-02-2023,metrocity
i494851,c336431,clothing,1,300.08,05-02-2023,istinye park
i202793,c337296,cosmetics,4,162.64,30-01-2023,kanyon
i136197,c258525,clothing,3,900.24,11-01-2023,metrocity
i325972,c169746,clothing,5,1500.4,16-02-2023,cevahir avm
i836046,c205709,clothing,1,300.08,26-01-2023,forum istanbul
i248657,c217405,clothing,4,1200.32,04-01-2023,istinye park
i208886,c257427,food & beverage,1,5.23,10-02-2023,cevahir avm
i647506,c705151,clothing,5,1500.4,25-02-2023,mall of istanbul
i310566,c125442,clothing,5,1500.4,21-01-2023,emaar square mall
i324213,c220494,clothing,1,300.08,28-02-2023,mall of istanbul
i951442,c260498,cosmetics,1,40.66,15-01-2023,forum istanbul
i110008,c765354,cosmetics,2,81.32,23-01-2023,metrocity
i174449,c101643,cosmetics,5,203.3,26-01-2023,metropol avm
i205156,c255992,clothing,4,1200.32,06-03-2023,istinye park
i182126,c118170,shoes,4,2400.68,08-01-2023,cevahir avm
i241464,c124279,clothing,1,300.08,27-01-2023,kanyon
i219639,c176060,technology,5,5250.0,20-02-2023,mall of istanbul
i339017,c313802,shoes,2,1200.34,14-02-2023,kanyon
i270600,c121327,toys,1,35.84,17-01-2023,kanyon
i136400,c254585,shoes,2,1200.34,12-01-2023,metrocity
i416429,c988403,clothing,1,300.08,09-02-2023,mall of istanbul
i155578,c753911,shoes,2,1200.34,05-02-2023,mall of istanbul
i154452,c294800,technology,5,5250.0,03-01-2023,kanyon
i145234,c318325,food & beverage,2,10.46,22-02-2023,metropol avm
i336193,c471530,food & beverage,3,15.69,06-01-2023,kanyon
i988621,c390793,clothing,2,600.16,09-02-2023,kanyon
i904594,c247513,clothing,2,600.16,14-02-2023,kanyon
i308006,c580702,food & beverage,2,10.46,18-01-2023,cevahir avm
i893780,c160811,food & beverage,1,5.23,28-02-2023,mall of istanbul
i477427,c228499,souvenir,3,35.19,06-01-2023,metrocity
i171546,c303399,clothing,1,300.08,12-02-2023,metrocity
i130092,c710067,food & beverage,4,20.92,30-01-2023,mall of istanbul
i156993,c682533,technology,2,2100.0,13-01-2023,kanyon
i255831,c138503,clothing,3,900.24,20-02-2023,kanyon
i277204,c363965,cosmetics,1,40.66,23-01-2023,kanyon
i772630,c268324,food & beverage,3,15.69,30-01-2023,metrocity
i988201,c653486,clothing,4,1200.32,16-01-2023,metropol avm
i297918,c161426,toys,1,35.84,01-02-2023,cevahir avm
i408105,c230209,shoes,4,2400.68,06-03-2023,cevahir avm
i173593,c255585,clothing,4,1200.32,01-02-2023,emaar square mall
i138030,c628316,clothing,1,300.08,10-01-2023,cevahir avm
i257903,c340398,toys,3,107.52,24-02-2023,zorlu center
i176125,c235960,toys,3,107.52,07-01-2023,metrocity
i233177,c133300,shoes,3,1800.51,06-03-2023,mall of istanbul
i284810,c714834,food & beverage,2,10.46,23-01-2023,cevahir avm
i249478,c111079,clothing,5,1500.4,09-02-2023,mall of istanbul
i125112,c243450,cosmetics,3,121.98,02-02-2023,istinye park
i171773,c338509,books,4,60.6,01-02-2023,istinye park
i111453,c275922,technology,3,3150.0,13-02-2023,metropol avm
i202101,c889773,clothing,5,1500.4,08-01-2023,kanyon
i970768,c857656,souvenir,2,23.46,07-03-2023,metropol avm
i294176,c296294,cosmetics,1,40.66,09-02-2023,emaar square mall
i592319,c264148,cosmetics,5,203.3,05-02-2023,viaport outlet
i170071,c277082,shoes,5,3000.85,19-01-2023,metrocity
i165495,c625623,cosmetics,2,81.32,02-01-2023,metropol avm
i285023,c653539,clothing,4,1200.32,21-01-2023,emaar square mall
i183354,c210597,food & beverage,1,5.23,06-03-2023,metrocity
i311870,c796499,cosmetics,1,40.66,11-01-2023,mall of istanbul
i143207,c259761,books,5,75.75,21-02-2023,istinye park
i291749,c325228,food & beverage,1,5.23,07-03-2023,kanyon
i259154,c643532,cosmetics,4,162.64,16-01-2023,metropol avm
i183831,c303703,cosmetics,2,81.32,17-02-2023,mall of istanbul
i239064,c216817,souvenir,2,23.46,29-01-2023,zorlu center
i238095,c121492,shoes,1,600.17,05-01-2023,kanyon
i845945,c322003,shoes,5,3000.85,04-02-2023,cevahir avm
i113769,c666641,clothing,1,300.08,13-02-2023,zorlu center
i591414,c101697,clothing,2,600.16,05-02-2023,istinye park
i168991,c157551,toys,2,71.68,04-03-2023,mall of istanbul
i864645,c116015,books,2,30.3,16-01-2023,zorlu center
i781054,c152968,souvenir,5,58.65,20-01-2023,mall of istanbul
i312697,c339412,food & beverage,3,15.69,13-01-2023,kanyon
i867791,c179988,books,3,45.45,15-02-2023,metrocity
i218046,c284219,clothing,1,300.08,12-02-2023,istinye park
i666884,c271471,clothing,2,600.16,01-02-2023,kanyon
i646572,c722131,clothing,4,1200.32,16-02-2023,kanyon
i407217,c139797,books,4,60.6,08-02-2023,kanyon
i331834,c129778,shoes,4,2400.68,26-01-2023,istinye park
i881085,c190086,toys,2,71.68,07-03-2023,mall of istanbul
i329953,c958619,food & beverage,3,15.69,14-02-2023,viaport outlet
i209548,c100459,food & beverage,3,15.69,21-02-2023,metrocity
i123584,c212064,cosmetics,5,203.3,21-01-2023,kanyon
i308027,c709396,cosmetics,3,121.98,17-02-2023,mall of istanbul
i669364,c187871,toys,2,71.68,26-02-2023,mall of istanbul
i160733,c383984,shoes,3,1800.51,22-01-2023,zorlu center
i231700,c150517,food & beverage,3,15.69,20-02-2023,istinye park
i191402,c281275,food & beverage,2,10.46,07-03-2023,metropol avm
i208377,c482049,shoes,2,1200.34,04-01-2023,mall of istanbul
i312554,c317566,clothing,3,900.24,02-02-2023,metrocity
i241367,c291863,clothing,2,600.16,27-02-2023,metropol avm
i320933,c160839,clothing,2,600.16,21-01-2023,mall of istanbul
i815884,c593753,souvenir,1,11.73,17-02-2023,mall of istanbul
i894245,c118465,shoes,3,1800.51,22-01-2023,mall of istanbul
i159725,c179638,cosmetics,1,40.66,19-01-2023,metropol avm
i863594,c777564,shoes,3,1800.51,10-02-2023,mall of istanbul
i318859,c456806,toys,2,71.68,11-02-2023,kanyon
i263657,c536006,books,4,60.6,24-02-2023,mall of istanbul
i321546,c188921,books,1,15.15,21-02-2023,kanyon
i304423,c986922,books,2,30.3,25-01-2023,mall of istanbul
i763301,c316754,shoes,4,2400.68,09-01-2023,istinye park
i304738,c236355,food & beverage,1,5.23,06-01-2023,kanyon
i736022,c276658,souvenir,3,35.19,06-01-2023,metropol avm
i401285,c246922,shoes,1,600.17,30-01-2023,zorlu center
i217469,c257475,clothing,4,1200.32,06-02-2023,metropol avm
i381515,c742430,cosmetics,4,162.64,23-01-2023,mall of istanbul
i339002,c231432,shoes,5,3000.85,09-02-2023,metrocity
i411070,c735771,cosmetics,3,121.98,02-02-2023,mall of istanbul
i658582,c188438,toys,1,35.84,05-03-2023,zorlu center
i903246,c304961,souvenir,3,35.19,06-03-2023,metropol avm
i172083,c124429,toys,5,179.2,26-02-2023,metrocity
i240101,c299286,toys,4,143.36,30-01-2023,mall of istanbul
i376258,c153200,clothing,4,1200.32,11-01-2023,metrocity
i938104,c298981,technology,5,5250.0,13-02-2023,cevahir avm
i340215,c168071,food & beverage,1,5.23,18-01-2023,cevahir avm
i461590,c288513,shoes,3,1800.51,11-01-2023,kanyon
i895434,c320604,food & beverage,2,10.46,01-03-2023,metropol avm
i119313,c717975,souvenir,4,46.92,07-01-2023,metropol avm
i707469,c142345,cosmetics,1,40.66,08-03-2023,kanyon
i177514,c147248,clothing,1,300.08,23-02-2023,mall of istanbul
i336111,c220768,cosmetics,2,81.32,20-01-2023,kanyon
i151763,c480612,clothing,2,600.16,27-01-2023,kanyon
i138005,c217719,clothing,5,1500.4,19-02-2023,istinye park
i166583,c210194,technology,3,3150.0,06-01-2023,mall of istanbul
i172034,c289480,toys,5,179.2,23-02-2023,kanyon
i202408,c168406,clothing,3,900.24,30-01-2023,metropol avm
i128196,c415885,clothing,2,600.16,25-01-2023,kanyon
i795152,c499294,food & beverage,4,20.92,11-01-2023,kanyon
i194836,c117836,clothing,2,600.16,26-02-2023,istinye park
i187902,c134180,cosmetics,5,203.3,03-03-2023,mall of istanbul
i232242,c268780,food & beverage,2,10.46,05-03-2023,viaport outlet
i840946,c321027,toys,3,107.52,14-02-2023,mall of istanbul
i281542,c648091,cosmetics,5,203.3,24-01-2023,mall of istanbul
i240533,c136214,toys,5,179.2,10-02-2023,mall of istanbul
i250769,c408763,cosmetics,2,81.32,22-02-2023,emaar square mall
i480471,c881080,souvenir,5,58.65,11-02-2023,emaar square mall
i214844,c965588,clothing,2,600.16,08-03-2023,metrocity
i301720,c314827,shoes,2,1200.34,25-01-2023,emaar square mall
i970865,c295111,toys,3,107.52,03-01-2023,kanyon
i332605,c164421,technology,3,3150.0,17-01-2023,istinye park
i326260,c119313,clothing,3,900.24,11-01-2023,istinye park
i116762,c814943,books,2,30.3,01-02-2023,kanyon
i134013,c166231,food & beverage,3,15.69,04-02-2023,istinye park
i111599,c117800,clothing,4,1200.32,06-03-2023,mall of istanbul
i128484,c211251,clothing,3,900.24,05-01-2023,metrocity
i192005,c251831,shoes,4,2400.68,17-02-2023,metrocity
i960497,c162096,clothing,1,300.08,20-02-2023,metropol avm
