customer_id,gender,age,payment_method
c246368,male,21.0,credit card
c818048,male,38.0,cash
c107444,male,68.0,debit card
c157713,female,24.0,debit card
c602834,male,21.0,credit card
c221887,male,60.0,cash
c212842,male,61.0,credit card
c169391,female,60.0,credit card
c332104,male,57.0,credit card
c226123,female,58.0,cash
c369373,male,18.0,cash
c189911,female,40.0,credit card
c181182,female,53.0,cash
c564609,female,38.0,cash
c200531,female,27.0,credit card
c252144,male,60.0,credit card
c394676,female,32.0,credit card
c871112,female,64.0,debit card
c151477,female,34.0,debit card
c111453,female,33.0,cash
c614701,male,27.0,cash
c459765,female,68.0,cash
c231204,male,45.0,cash
c485992,female,52.0,cash
c233183,female,50.0,debit card
c273262,male,18.0,cash
c272881,male,53.0,cash
c214334,male,44.0,cash
c863426,male,57.0,cash
c504796,male,58.0,cash
c418105,male,69.0,cash
c284761,male,26.0,debit card
c208534,male,63.0,credit card
c205317,female,30.0,debit card
c150373,male,39.0,credit card
c825263,female,66.0,cash
c254966,male,44.0,credit card
c196804,male,21.0,debit card
c268550,female,45.0,credit card
c193699,female,38.0,credit card
c651694,female,28.0,credit card
c282224,male,22.0,debit card
c604791,male,56.0,credit card
c464063,female,44.0,debit card
c460236,female,50.0,credit card
c209063,male,36.0,credit card
c112758,male,57.0,debit card
c188624,female,43.0,credit card
c263498,female,53.0,debit card
c640219,male,46.0,debit card
c384044,male,26.0,credit card
c151971,male,48.0,credit card
c334762,female,66.0,debit card
c140268,female,18.0,cash
c715415,male,36.0,cash
c290193,female,30.0,cash
c320936,female,21.0,cash
c241257,male,56.0,credit card
c174637,male,22.0,cash
c223437,male,62.0,cash
c107400,female,58.0,cash
c932326,male,24.0,cash
c897427,female,65.0,cash
c193268,female,38.0,cash
c269397,male,35.0,cash
c109323,female,44.0,cash
c299410,female,63.0,credit card
c308294,female,41.0,cash
c291439,male,45.0,debit card
c213538,female,43.0,cash
c119336,female,58.0,cash
c218882,male,56.0,debit card
c173169,female,47.0,debit card
c767429,female,32.0,credit card
c162334,female,57.0,credit card
c160191,male,62.0,debit card
c169064,female,23.0,cash
c158534,female,53.0,cash
c154436,male,64.0,credit card
c205623,female,23.0,cash
c498014,female,50.0,cash
c250435,female,55.0,debit card
c232086,male,56.0,cash
c174049,female,28.0,cash
c106337,male,28.0,cash
c239099,male,32.0,cash
c231636,male,35.0,credit card
c150293,male,35.0,credit card
c308061,female,30.0,credit card
c100130,female,42.0,cash
c128919,male,27.0,credit card
c325453,male,47.0,cash
c179879,male,46.0,debit card
c216040,female,27.0,credit card
c780781,female,47.0,cash
c291768,female,28.0,debit card
c198534,female,64.0,cash
c171658,female,34.0,cash
c145754,male,61.0,cash
c130009,female,26.0,debit card
c119255,female,21.0,credit card
c798069,male,49.0,credit card
c287083,female,36.0,cash
c294618,male,27.0,cash
c173206,male,31.0,cash
c176829,male,62.0,debit card
c249466,male,51.0,credit card
c239712,female,67.0,debit card
c352151,male,38.0,credit card
c664184,female,38.0,credit card
c676443,male,40.0,credit card
c106531,female,62.0,credit card
c336700,male,19.0,debit card
c248203,male,43.0,credit card
c418629,male,33.0,credit card
c254792,female,34.0,debit card
c855724,female,37.0,credit card
c789618,female,38.0,credit card
c217841,female,60.0,cash
c224076,female,41.0,cash
c160906,female,61.0,debit card
c111351,female,30.0,credit card
c238812,female,31.0,cash
c672037,female,28.0,debit card
c175947,male,23.0,credit card
c378434,male,30.0,cash
c599578,female,30.0,cash
c110306,male,46.0,debit card
c110913,female,56.0,credit card
c193562,male,48.0,credit card
c330003,female,23.0,debit card
c123162,female,51.0,credit card
c204309,female,53.0,credit card
c816982,male,24.0,cash
c117916,female,50.0,cash
c249899,male,57.0,debit card
c225865,male,18.0,credit card
c149404,male,41.0,cash
c193214,male,69.0,cash
c269597,female,19.0,cash
c168576,male,28.0,cash
c321051,female,37.0,credit card
c224384,female,36.0,debit card
c147755,female,22.0,debit card
c303209,male,59.0,cash
c918064,male,27.0,debit card
c245505,male,55.0,cash
c181634,female,60.0,cash
c109937,female,38.0,cash
c236310,female,67.0,credit card
c187008,male,42.0,credit card
c226930,male,62.0,credit card
c226188,female,57.0,cash
c931167,female,29.0,credit card
c109762,female,47.0,cash
c326006,male,69.0,cash
c588850,female,34.0,cash
c158791,female,23.0,cash
c160760,male,59.0,cash
c204183,male,19.0,cash
c401095,male,29.0,credit card
c307691,female,26.0,credit card
c298281,female,35.0,credit card
c124361,female,33.0,credit card
c237558,male,47.0,credit card
c287506,female,35.0,credit card
c249005,female,67.0,cash
c590568,female,42.0,cash
c461456,female,51.0,credit card
c172819,female,67.0,credit card
c157640,female,57.0,cash
c200714,female,48.0,cash
c136367,female,69.0,credit card
c140976,male,32.0,cash
c314850,female,61.0,debit card
c737950,male,63.0,cash
c284889,female,44.0,cash
c109187,female,32.0,cash
c580549,female,67.0,cash
c307720,male,48.0,cash
c187508,female,60.0,cash
c319920,female,18.0,cash
c162006,male,30.0,cash
c851456,female,19.0,debit card
c915199,female,35.0,debit card
c155804,male,63.0,credit card
c240485,female,61.0,credit card
c174372,female,64.0,credit card
c514161,female,18.0,cash
c272423,male,22.0,cash
c133203,male,20.0,credit card
c694459,male,20.0,cash
c284593,female,46.0,cash
c315632,female,41.0,credit card
c310776,female,36.0,credit card
c119949,female,64.0,cash
c129003,male,53.0,cash
c198664,female,29.0,debit card
c253843,male,69.0,credit card
c182755,male,54.0,credit card
c265140,female,50.0,credit card
c179612,female,31.0,debit card
c185052,male,27.0,cash
c269453,male,36.0,cash
c129532,female,32.0,credit card
c293388,female,36.0,debit card
c277521,female,55.0,cash
c173013,male,67.0,cash
c332531,female,45.0,cash
c528699,male,22.0,cash
c686479,female,45.0,credit card
c199856,female,41.0,cash
c264190,male,50.0,debit card
c133006,female,22.0,cash
c134191,female,56.0,debit card
c311055,female,63.0,credit card
c120651,male,34.0,cash
c141118,female,21.0,credit card
c276150,female,22.0,credit card
c126848,female,20.0,cash
c275777,male,19.0,debit card
c132091,female,24.0,debit card
c842262,female,19.0,cash
c240806,female,19.0,credit card
c243580,male,32.0,debit card
c239673,female,31.0,debit card
c142222,female,54.0,credit card
c220052,male,56.0,credit card
c305953,male,51.0,cash
c324714,male,68.0,cash
c135168,male,23.0,credit card
c203132,male,65.0,credit card
c234196,male,64.0,credit card
c461584,female,37.0,credit card
c174614,male,35.0,cash
c309941,female,44.0,debit card
c191394,female,56.0,cash
c116505,male,41.0,cash
c271110,female,61.0,credit card
c206772,male,50.0,credit card
c240626,female,57.0,credit card
c605262,male,40.0,credit card
c281019,female,21.0,cash
c293219,male,66.0,cash
c791172,male,36.0,cash
c105215,male,51.0,credit card
c335243,male,60.0,debit card
c208029,female,37.0,debit card
c277882,female,53.0,debit card
c282556,female,41.0,credit card
c187194,male,23.0,cash
c135593,male,21.0,credit card
c249525,female,55.0,cash
c165968,female,68.0,credit card
c474900,male,32.0,cash
c130708,female,38.0,cash
c560147,male,39.0,debit card
c922132,male,55.0,debit card
c305060,male,23.0,cash
c494799,female,35.0,credit card
c974540,male,67.0,cash
c333940,male,30.0,credit card
c133768,female,18.0,cash
c986061,female,37.0,cash
c132465,female,67.0,credit card
c169130,male,55.0,debit card
c304655,male,61.0,credit card
c920459,female,69.0,cash
c208846,female,61.0,cash
c188456,female,32.0,cash
c901380,male,62.0,debit card
c249932,male,59.0,credit card
c558423,female,68.0,credit card
c973727,male,18.0,credit card
c227563,female,54.0,debit card
c332609,female,60.0,debit card
c232992,female,27.0,debit card
c677516,female,22.0,cash
c847900,male,36.0,credit card
c186256,male,42.0,credit card
c783421,female,34.0,credit card
c832084,male,53.0,cash
c354686,male,18.0,debit card
c282033,female,54.0,credit card
c331106,female,66.0,debit card
c219503,female,39.0,credit card
c317764,female,53.0,debit card
c120337,female,32.0,debit card
c195899,female,45.0,credit card
c321843,female,37.0,credit card
c233215,female,48.0,credit card
c711156,male,36.0,cash
c164565,female,55.0,cash
c103933,female,22.0,cash
c309103,female,25.0,debit card
c184740,female,53.0,cash
c117982,female,48.0,cash
c133004,female,38.0,cash
c264417,male,62.0,cash
c108444,female,65.0,credit card
c196479,female,41.0,cash
c317125,female,20.0,debit card
c239520,female,49.0,cash
c234000,male,44.0,cash
c225011,female,68.0,cash
c313923,male,22.0,cash
c176185,male,53.0,credit card
c153863,female,53.0,cash
c253283,female,62.0,credit card
c333667,male,45.0,credit card
c104877,male,63.0,cash
c114955,male,45.0,credit card
c212362,female,20.0,credit card
c321179,female,37.0,credit card
c199902,female,45.0,cash
c311377,female,49.0,cash
c327625,male,44.0,cash
c323747,female,47.0,debit card
c112432,male,46.0,credit card
c107289,female,35.0,credit card
c253949,male,45.0,cash
c176465,male,67.0,cash
c734013,female,47.0,debit card
c273825,female,54.0,cash
c132317,female,58.0,credit card
c242058,male,54.0,cash
c280857,male,39.0,cash
c233235,male,46.0,cash
c304127,female,64.0,debit card
c207586,female,49.0,cash
c117734,female,25.0,cash
c296470,male,20.0,cash
c145066,male,52.0,credit card
c147185,female,48.0,cash
c999267,female,29.0,credit card
c230816,female,40.0,debit card
c330758,female,52.0,cash
c125351,female,24.0,debit card
c162077,female,38.0,debit card
c283586,female,64.0,credit card
c165585,male,25.0,cash
c264485,female,26.0,debit card
c286188,female,27.0,debit card
c193679,female,63.0,debit card
c262916,female,65.0,cash
c561597,male,49.0,cash
c262417,male,47.0,debit card
c199888,female,69.0,debit card
c334377,female,31.0,debit card
c110389,female,27.0,debit card
c207523,female,39.0,cash
c260115,female,56.0,debit card
c745386,male,51.0,credit card
c198926,male,54.0,debit card
c157849,female,27.0,cash
c279603,female,47.0,cash
c337801,male,36.0,credit card
c274971,female,46.0,debit card
c182237,female,35.0,debit card
c213039,female,43.0,cash
c114377,female,59.0,cash
c179186,female,23.0,cash
c256228,male,63.0,credit card
c120004,male,69.0,credit card
c521635,female,24.0,credit card
c248586,female,67.0,credit card
c402607,male,35.0,cash
c117418,male,66.0,credit card
c989828,female,39.0,credit card
c511202,female,29.0,cash
c235078,male,24.0,credit card
c167673,male,47.0,credit card
c157010,female,26.0,cash
c116397,female,65.0,credit card
c133519,female,24.0,credit card
c234328,male,53.0,credit card
c545428,female,51.0,cash
c307073,female,56.0,cash
c929419,female,67.0,cash
c260844,female,61.0,credit card
c144071,female,60.0,cash
c149163,male,21.0,credit card
c269205,female,25.0,debit card
c244157,female,51.0,credit card
c193323,female,24.0,credit card
c261594,female,44.0,credit card
c312634,female,38.0,cash
c286524,male,25.0,credit card
c654270,male,43.0,cash
c149728,female,37.0,credit card
c146022,female,54.0,debit card
c187824,male,37.0,credit card
c554643,female,26.0,debit card
c285652,female,48.0,credit card
c527293,female,50.0,cash
c101229,female,61.0,debit card
c295426,male,60.0,cash
c324877,female,61.0,credit card
c277364,male,44.0,cash
c263346,female,62.0,credit card
c320418,female,32.0,credit card
c308972,female,19.0,credit card
c274017,male,36.0,credit card
c148413,male,34.0,debit card
c158933,male,38.0,credit card
c851635,male,61.0,credit card
c154386,female,53.0,credit card
c250955,male,18.0,cash
c118380,female,30.0,debit card
c257481,female,61.0,debit card
c603737,female,45.0,debit card
c517773,male,33.0,credit card
c256331,female,40.0,cash
c339948,male,69.0,credit card
c310088,male,56.0,debit card
c256961,female,57.0,cash
c278146,male,38.0,debit card
c715927,male,21.0,cash
c696468,female,55.0,cash
c163290,female,54.0,credit card
c165756,male,49.0,debit card
c735859,female,22.0,credit card
c108581,male,60.0,cash
c105433,female,25.0,cash
c138769,male,49.0,credit card
c206271,female,55.0,credit card
c163699,male,22.0,cash
c262598,male,67.0,debit card
c251537,female,52.0,credit card
c212231,female,39.0,debit card
c343492,female,55.0,cash
c200134,female,67.0,cash
c143610,female,58.0,credit card
c330354,male,42.0,credit card
c308486,female,44.0,cash
c184734,male,33.0,cash
c261261,female,23.0,cash
c114977,female,65.0,debit card
c407786,female,18.0,debit card
c965187,male,36.0,cash
c142367,male,26.0,cash
c337035,female,26.0,cash
c300172,female,20.0,credit card
c554661,female,59.0,credit card
c238356,female,48.0,cash
c890519,female,34.0,credit card
c123121,female,38.0,credit card
c299647,female,27.0,debit card
c582261,female,41.0,cash
c169229,male,47.0,credit card
c115442,female,27.0,credit card
c287801,female,57.0,credit card
c221470,male,25.0,credit card
c293665,male,59.0,credit card
c108013,female,29.0,debit card
c165042,female,47.0,cash
c232895,male,41.0,debit card
c207653,male,58.0,credit card
c223892,female,51.0,debit card
c339283,female,58.0,debit card
c321565,female,67.0,credit card
c232060,male,42.0,debit card
c764531,male,22.0,credit card
c255284,male,44.0,credit card
c322551,female,62.0,credit card
c490875,female,46.0,credit card
c231739,female,66.0,cash
c104407,male,37.0,credit card
c195530,female,67.0,cash
c228535,male,26.0,credit card
c245678,female,49.0,credit card
c222784,male,28.0,cash
c167196,female,21.0,cash
c135246,male,62.0,cash
c206185,female,33.0,credit card
c105510,female,57.0,cash
c333131,female,34.0,cash
c332454,female,47.0,credit card
c211705,female,57.0,cash
c846426,female,56.0,cash
c100801,male,41.0,credit card
c569815,female,49.0,cash
c219459,male,55.0,debit card
c131554,female,37.0,cash
c471460,male,29.0,cash
c331403,male,28.0,debit card
c230907,male,43.0,credit card
c734729,male,56.0,cash
c732731,female,53.0,cash
c973192,female,66.0,credit card
c310419,female,69.0,debit card
c111275,female,29.0,credit card
c280961,male,41.0,debit card
c301704,male,28.0,cash
c321434,female,69.0,cash
c189710,female,25.0,debit card
c305665,female,26.0,debit card
c910510,male,53.0,cash
c714332,female,58.0,credit card
c164835,female,64.0,credit card
c224118,male,56.0,credit card
c719588,male,51.0,cash
c290329,female,53.0,credit card
c235393,male,39.0,cash
c204325,female,41.0,cash
c328605,female,21.0,cash
c262610,female,42.0,credit card
c514583,male,47.0,credit card
c179567,female,39.0,cash
c185997,female,27.0,credit card
c215238,female,69.0,credit card
c238804,female,64.0,cash
c478761,female,18.0,credit card
c779078,male,25.0,debit card
c163689,female,34.0,debit card
c123617,female,24.0,credit card
c109317,female,48.0,cash
c146447,female,23.0,cash
c128782,male,21.0,credit card
c730245,male,57.0,debit card
c112572,female,21.0,credit card
c228052,male,56.0,debit card
c311492,female,29.0,debit card
c279062,female,31.0,cash
c187958,male,62.0,credit card
c409213,female,59.0,credit card
c137166,female,64.0,cash
c244302,male,47.0,credit card
c159448,male,30.0,cash
c121383,female,39.0,credit card
c268864,male,56.0,cash
c728000,male,38.0,cash
c295078,male,66.0,debit card
c159003,female,33.0,debit card
c311906,male,63.0,credit card
c164456,female,23.0,cash
c189192,male,58.0,cash
c248342,female,32.0,cash
c251765,female,21.0,debit card
c328683,male,31.0,cash
c276677,male,41.0,credit card
c171798,female,62.0,credit card
c203139,female,48.0,cash
c247420,female,56.0,cash
c732881,female,39.0,cash
c344185,female,27.0,cash
c137918,male,27.0,cash
c223534,male,31.0,debit card
c256582,female,49.0,debit card
c205574,male,18.0,debit card
c333249,female,60.0,cash
c220352,female,34.0,debit card
c217164,male,40.0,credit card
c719783,female,18.0,credit card
c600023,male,57.0,cash
c182862,male,59.0,cash
c272950,male,41.0,credit card
c127384,male,66.0,cash
c294095,female,24.0,cash
c293639,male,68.0,credit card
c768528,female,33.0,debit card
c352973,male,31.0,debit card
c198096,female,63.0,cash
c215706,female,52.0,cash
c213886,male,32.0,cash
c103393,male,32.0,cash
c219064,female,24.0,credit card
c314225,male,20.0,cash
c723916,female,58.0,cash
c258814,male,37.0,cash
c303453,male,60.0,credit card
c635895,male,63.0,credit card
c183204,male,19.0,cash
c139468,female,28.0,credit card
c222309,female,66.0,credit card
c213633,male,52.0,debit card
c987672,female,32.0,cash
c132787,female,41.0,debit card
c318637,female,64.0,credit card
c280437,male,56.0,cash
c253002,female,46.0,cash
c235180,female,61.0,credit card
c239549,female,56.0,credit card
c272738,male,57.0,cash
c318819,male,54.0,cash
c304628,male,23.0,cash
c214245,female,43.0,cash
c169516,female,19.0,cash
c165952,female,69.0,credit card
c113518,female,41.0,credit card
c192014,male,58.0,cash
c904439,female,62.0,credit card
c179185,male,43.0,debit card
c184265,female,29.0,cash
c211477,female,41.0,credit card
c190753,male,37.0,credit card
c253879,female,50.0,debit card
c274097,female,63.0,cash
c287238,female,68.0,cash
c261738,male,36.0,debit card
c244493,female,49.0,cash
c113678,male,23.0,debit card
c207927,female,27.0,debit card
c115087,male,65.0,cash
c224520,female,65.0,cash
c126313,female,27.0,credit card
c232989,male,22.0,credit card
c558536,female,47.0,credit card
c121289,female,51.0,debit card
c169024,male,22.0,cash
c233431,female,29.0,credit card
c138278,male,42.0,debit card
c231579,female,57.0,credit card
c218046,female,25.0,credit card
c306561,female,64.0,cash
c201050,female,68.0,cash
c139323,female,50.0,cash
c192063,female,58.0,cash
c312050,male,38.0,cash
c191674,male,52.0,debit card
c333261,female,44.0,cash
c633026,female,23.0,cash
c113970,female,32.0,credit card
c171023,female,43.0,cash
c841935,female,45.0,credit card
c249665,female,63.0,cash
c537029,female,32.0,credit card
c508048,male,43.0,credit card
c978453,female,19.0,credit card
c150345,female,46.0,debit card
c234480,male,65.0,cash
c628098,male,28.0,cash
c186334,male,59.0,debit card
c214909,female,20.0,credit card
c662951,female,38.0,credit card
c885301,male,44.0,cash
c172844,female,38.0,cash
c198601,female,52.0,debit card
c230961,female,24.0,cash
c351705,female,64.0,cash
c932889,female,52.0,cash
c163683,female,41.0,credit card
c324531,female,46.0,debit card
c627236,female,19.0,credit card
c336596,female,42.0,cash
c629211,male,50.0,debit card
c325577,male,69.0,cash
c263744,female,56.0,debit card
c260649,male,59.0,cash
c582601,female,33.0,cash
c424336,female,23.0,credit card
c125236,female,64.0,credit card
c159715,male,19.0,debit card
c128835,female,41.0,debit card
c594312,female,64.0,credit card
c259683,male,38.0,debit card
c142010,female,38.0,cash
c504925,female,30.0,cash
c283992,female,64.0,cash
c196414,female,29.0,cash
c477136,female,29.0,cash
c286390,male,58.0,credit card
c238517,female,47.0,debit card
c255250,female,60.0,cash
c258882,female,26.0,cash
c230287,female,43.0,credit card
c205604,male,56.0,cash
c933377,female,35.0,cash
c167779,male,45.0,credit card
c926102,female,66.0,cash
c240880,female,61.0,cash
c245655,female,43.0,debit card
c172346,male,61.0,cash
c293066,male,42.0,debit card
c706136,female,55.0,cash
c255320,female,21.0,credit card
c187273,female,42.0,cash
c286702,male,59.0,debit card
c221060,male,21.0,debit card
c216047,female,39.0,debit card
c170544,female,64.0,debit card
c146011,female,56.0,cash
c345389,female,46.0,debit card
c256253,female,36.0,cash
c526569,male,58.0,debit card
c112119,female,29.0,cash
c378158,male,69.0,credit card
c902488,female,32.0,cash
c782410,male,41.0,credit card
c315812,female,69.0,cash
c391377,male,52.0,cash
c961222,male,65.0,debit card
c215703,female,60.0,credit card
c710111,male,59.0,cash
c308634,female,44.0,cash
c273751,female,39.0,cash
c277370,male,31.0,cash
c217999,female,29.0,debit card
c128971,female,67.0,debit card
c191606,male,59.0,debit card
c242231,male,50.0,cash
c156745,male,36.0,cash
c337706,female,66.0,credit card
c314056,male,50.0,debit card
c231900,female,36.0,cash
c220786,male,66.0,cash
c176451,male,44.0,cash
c222162,female,20.0,cash
c169656,female,22.0,credit card
c304219,female,32.0,cash
c255034,female,26.0,cash
c997721,female,35.0,credit card
c129206,male,52.0,credit card
c869921,male,31.0,debit card
c729211,male,52.0,cash
c648744,female,56.0,cash
c275015,female,68.0,credit card
c156719,female,31.0,credit card
c356723,male,21.0,credit card
c159447,female,59.0,debit card
c118850,male,36.0,debit card
c288873,male,48.0,debit card
c113403,male,34.0,cash
c152807,male,46.0,cash
c337824,female,40.0,cash
c128424,female,48.0,cash
c204657,male,59.0,cash
c187053,female,54.0,credit card
c123223,female,42.0,cash
c128089,male,62.0,credit card
c159219,female,49.0,credit card
c256907,female,68.0,cash
c781733,female,64.0,credit card
c243525,male,51.0,cash
c126099,female,36.0,cash
c113065,female,54.0,credit card
c228984,female,55.0,cash
c283583,male,41.0,cash
c203390,male,67.0,debit card
c154570,female,55.0,cash
c115078,female,49.0,cash
c135747,male,62.0,credit card
c162921,female,39.0,cash
c698386,female,33.0,cash
c819328,female,44.0,cash
c253018,female,58.0,credit card
c141512,female,35.0,credit card
c103263,female,21.0,debit card
c219825,male,32.0,cash
c147938,female,37.0,cash
c137784,female,53.0,credit card
c269645,female,48.0,cash
c322518,male,22.0,debit card
c777699,female,38.0,debit card
c169371,female,66.0,cash
c213119,female,26.0,cash
c475306,female,22.0,debit card
c215611,female,53.0,debit card
c296729,female,50.0,credit card
c268282,female,48.0,cash
c281952,male,21.0,credit card
c167830,female,52.0,cash
c280893,male,29.0,cash
c124511,female,22.0,debit card
c252124,female,62.0,credit card
c782478,male,51.0,cash
c238764,male,28.0,cash
c221601,female,41.0,cash
c138085,male,55.0,debit card
c334655,female,44.0,credit card
c246283,female,31.0,cash
c204497,female,66.0,cash
c955856,male,66.0,credit card
c523839,male,46.0,debit card
c131296,female,40.0,debit card
c208823,female,31.0,debit card
c150770,male,35.0,cash
c432230,male,35.0,credit card
c279240,female,45.0,credit card
c177503,female,61.0,cash
c304896,female,46.0,credit card
c285727,female,24.0,credit card
c328730,male,33.0,credit card
c329689,male,66.0,debit card
c245174,female,36.0,debit card
c681781,male,65.0,cash
c216632,female,61.0,cash
c212130,female,66.0,debit card
c102255,female,69.0,debit card
c309172,male,69.0,cash
c137268,female,63.0,credit card
c267278,female,45.0,debit card
c321325,male,19.0,cash
c575177,female,42.0,cash
c105733,male,54.0,cash
c264121,male,55.0,credit card
c107832,female,27.0,credit card
c310948,female,60.0,cash
c926449,male,53.0,credit card
c331373,female,41.0,cash
c844098,female,22.0,credit card
c324398,female,25.0,credit card
c235351,female,68.0,debit card
c319925,female,54.0,cash
c326397,female,39.0,cash
c199156,male,52.0,credit card
c112308,female,61.0,debit card
c143250,female,62.0,credit card
c316685,female,59.0,cash
c138447,male,36.0,credit card
c117021,female,66.0,credit card
c336410,female,25.0,debit card
c309187,female,30.0,debit card
c160169,male,18.0,cash
c395454,male,45.0,cash
c316125,male,66.0,cash
c785832,female,50.0,credit card
c179677,female,46.0,credit card
c245520,female,45.0,credit card
c204181,male,54.0,credit card
c138070,male,23.0,cash
c172376,female,69.0,cash
c118448,male,25.0,credit card
c263844,male,59.0,cash
c798436,male,34.0,debit card
c898605,female,27.0,credit card
c237690,male,32.0,credit card
c270159,female,62.0,credit card
c989883,male,25.0,cash
c518352,female,29.0,debit card
c306408,male,52.0,cash
c258931,female,29.0,credit card
c227432,female,22.0,credit card
c122533,female,60.0,debit card
c192122,male,51.0,cash
c845722,female,24.0,cash
c292074,female,64.0,cash
c473899,male,48.0,credit card
c280502,female,28.0,credit card
c170345,female,25.0,debit card
c106644,female,37.0,debit card
c320180,female,21.0,cash
c804559,female,40.0,cash
c340222,male,44.0,debit card
c312259,female,68.0,cash
c104616,male,31.0,cash
c197954,female,29.0,credit card
c312500,female,25.0,cash
c882948,female,32.0,cash
c153467,female,53.0,credit card
c211194,male,30.0,cash
c270538,male,69.0,credit card
c287943,female,59.0,credit card
c218088,female,55.0,cash
c227967,male,20.0,debit card
c267705,male,63.0,cash
c569399,male,61.0,cash
c934444,female,56.0,cash
c156078,female,61.0,cash
c336821,female,42.0,credit card
c126587,male,57.0,credit card
c685752,female,47.0,cash
c306817,female,45.0,credit card
c302264,female,37.0,cash
c266098,female,69.0,cash
c114650,female,65.0,cash
c138165,female,23.0,cash
c622210,female,36.0,credit card
c109714,female,61.0,cash
c317264,female,53.0,credit card
c166928,male,53.0,cash
c311062,female,29.0,debit card
c500939,male,61.0,credit card
c413192,male,64.0,cash
c267745,female,28.0,cash
c186106,female,30.0,cash
c157532,female,21.0,credit card
c280833,female,52.0,debit card
c714989,female,22.0,cash
c246570,female,33.0,cash
c164815,female,46.0,credit card
c931570,male,50.0,cash
c162711,male,29.0,cash
c233722,male,21.0,cash
c607438,female,68.0,cash
c291415,male,61.0,cash
c183547,female,44.0,debit card
c263647,female,37.0,cash
c795936,female,24.0,credit card
c165087,male,65.0,debit card
c932073,female,42.0,debit card
c230536,male,54.0,cash
c133990,female,30.0,debit card
c277727,female,47.0,cash
c139024,male,29.0,credit card
c639723,female,28.0,debit card
c312710,female,18.0,cash
c273636,female,38.0,cash
c124551,male,34.0,cash
c136495,male,39.0,cash
c289199,female,19.0,debit card
c272029,female,23.0,cash
c253936,female,38.0,cash
c111315,male,26.0,cash
c130943,female,43.0,credit card
c312166,male,20.0,cash
c146820,male,63.0,cash
c776262,female,60.0,credit card
c797637,female,52.0,credit card
c198202,female,29.0,cash
c236060,male,46.0,cash
c260546,male,35.0,debit card
c206088,female,57.0,credit card
c716882,female,33.0,debit card
c269462,male,50.0,cash
c141861,female,62.0,credit card
c759321,male,41.0,debit card
c304540,female,53.0,cash
c133653,female,60.0,debit card
c214462,female,49.0,cash
c177930,female,41.0,cash
c876004,male,58.0,debit card
c149318,male,51.0,credit card
c194025,female,47.0,credit card
c313031,female,28.0,debit card
c262102,female,25.0,cash
c201575,female,29.0,cash
c182793,female,52.0,cash
c188547,female,60.0,cash
c240946,female,62.0,credit card
c174961,male,58.0,cash
c349862,female,27.0,credit card
c328238,female,58.0,credit card
c123237,male,48.0,credit card
c248922,female,57.0,cash
c118242,male,45.0,debit card
c186051,male,31.0,cash
c162578,female,49.0,cash
c461001,female,32.0,credit card
c289973,male,53.0,cash
c284897,male,23.0,credit card
c113748,female,27.0,cash
c215360,female,36.0,credit card
c806832,female,63.0,cash
c177800,female,56.0,credit card
c812125,male,22.0,credit card
c155897,female,19.0,cash
c517456,female,64.0,cash
c973460,female,41.0,debit card
c187005,male,33.0,cash
c549428,female,33.0,cash
c209604,female,49.0,credit card
c706071,male,34.0,credit card
c664247,female,42.0,credit card
c170000,male,26.0,credit card
c703691,female,18.0,cash
c302664,female,42.0,credit card
c551161,male,55.0,cash
c246451,female,41.0,credit card
c163396,female,52.0,credit card
c199876,male,54.0,debit card
c309085,female,32.0,credit card
c263411,female,31.0,cash
c295172,male,57.0,credit card
c176303,female,25.0,debit card
c714580,male,41.0,debit card
c225107,male,41.0,cash
c719449,female,47.0,credit card
c239756,female,26.0,debit card
c741853,female,42.0,debit card
c286211,female,42.0,cash
c298326,female,57.0,credit card
c729907,female,22.0,debit card
c254844,female,62.0,debit card
c124259,female,49.0,debit card
c293700,female,69.0,credit card
c103632,female,50.0,credit card
c227587,male,25.0,cash
c432603,female,67.0,cash
c135649,female,41.0,cash
c194527,female,61.0,debit card
c337668,female,32.0,debit card
c123180,male,35.0,credit card
c306533,male,36.0,cash
c255766,male,31.0,credit card
c199411,female,39.0,credit card
c888077,female,62.0,debit card
c165788,female,33.0,debit card
c554553,male,42.0,credit card
c294673,female,33.0,credit card
c714082,male,57.0,cash
c292925,female,26.0,cash
c821653,female,26.0,credit card
c333443,male,40.0,cash
c529474,male,42.0,credit card
c128343,female,52.0,credit card
c686225,female,47.0,cash
c221967,male,38.0,cash
c914642,male,26.0,credit card
c103479,female,29.0,credit card
c537367,male,22.0,debit card
c827660,female,43.0,cash
c148471,female,69.0,debit card
c150363,female,24.0,credit card
c714933,female,40.0,credit card
c299764,female,68.0,cash
c370224,female,23.0,credit card
c133711,female,29.0,cash
c180965,female,42.0,cash
c163329,male,40.0,cash
c177868,female,53.0,credit card
c235462,female,31.0,credit card
c294197,male,52.0,credit card
c618442,female,47.0,credit card
c127804,male,24.0,debit card
c337772,female,61.0,debit card
c690330,male,28.0,debit card
c271384,male,21.0,cash
c311725,male,35.0,cash
c317512,male,55.0,credit card
c194806,female,52.0,cash
c188429,female,44.0,debit card
c249241,male,47.0,credit card
c318910,male,49.0,cash
c310731,female,53.0,cash
c575931,female,39.0,credit card
c131088,female,58.0,cash
c279045,male,60.0,cash
c239629,female,47.0,debit card
c921059,male,35.0,cash
c171201,male,64.0,debit card
