query,type,expected,correct context,names,skip,response,retrieved_docs
filter for customers aged between 30 and 50,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'condition': {'age': {'min': 30, 'max': 50}}}","[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
filter sales data for book sales,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for filtering sales data for book sales is:

**Function Name:** filter  
**Description:** Filters a data product based on the provided filter dictionary, it filters row-wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'condition': {'product_type': 'book'}}","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
group filtered data by mall,function,,,,True,[''],['']
compute total book sales for each mall,function,,"[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n""]",[“sum”],False,"The most fitting function for computing total book sales for each mall is:

**Function Name:** sum  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns and filter_dict: [{'group_by': 'a list of columns in the dataframe, can be None'}, {'columns': 'a list of columns for which the sum should be calculated, can't be None'}].","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
filter sales data for items purchased by females over 38,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** Filters a data product based on the provided filter dictionary, it filters row-wise keeping all input columns.  
**Filter Dictionary:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'condition': {'gender': 'female', 'age': {'min': 39}}}","[""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
compute total amount of money spent per category from the combined data,function,,"[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n""]",[“sum”],False,"The most fitting function for your problem is:

**Function Name:** sum  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns and a list of columns for which the sum should be calculated. This function can be used to compute the total amount of money spent per category by grouping the data by category and summing the corresponding amounts.  
**Filter_dict:** [{'group_by': 'a list of columns in the dataframe, can be None'}, {'columns': 'a list of columns for which the sum should be calculated, can't be None'}]","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:getRows\nbase_api: http://127.0.0.1:5200/getRows\ndescription: Retrieves specififed data rows in a list format\nfilter_dict: [{'columns': 'a column on ihich to match'}, {'values': 'a dict ith a value to match if None returns the all columns from columns'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
filter for sales where payment method is cash,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'condition': {'payment_method': 'cash'}}","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n""]"
filter for customers who shopped in that mall,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Base API:** http://127.0.0.1:5200/filter  
**Description:** Filters a data product based on the provided filterdict, it filters row-wise keeping all input columns.  
**Filter Dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'location': 'mall'}","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getRows\nbase_api: http://127.0.0.1:5200/getRows\ndescription: Retrieves specififed data rows in a list format\nfilter_dict: [{'columns': 'a column on ihich to match'}, {'values': 'a dict ith a value to match if None returns the all columns from columns'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
filter GHG totals data for the years 2000 to 2009,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Base API:** http://127.0.0.1:5200/filter  
**Description:** Filters a data product based on the provided filterdict, it filters row-wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'year': {'min': 2000, 'max': 2009}}","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:getRows\nbase_api: http://127.0.0.1:5200/getRows\ndescription: Retrieves specififed data rows in a list format\nfilter_dict: [{'columns': 'a column on ihich to match'}, {'values': 'a dict ith a value to match if None returns the all columns from columns'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
compute the total emissions for Germany during the 2000s,function,,,,True,[''],['']
filter the data for emissions between 0.02 and 0.03,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.  
**Filter_dict:** [{'condition': {'emissions': {'min': 0.02, 'max': 0.03}}}]  
**Base API:** http://127.0.0.1:5200/filter","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
"extract relevant columns: Substance, Sector, EDGAR Country Code, Country, and emissions data for the years",function,,"[""function name:getRows\nbase_api: http://127.0.0.1:5200/getRows\ndescription: Retrieves specififed data rows in a list format\nfilter_dict: [{'columns': 'a column on which to match'}, {'values': 'a dict ith a value to match if None returns the all columns from columns'}]\n""]",[“getRows”],False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** retrieves the specified data product, takes the data product's name and a list of requested columns as arguments.  
**Filter Dictionary:** [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]  

You would use this function to extract the relevant columns: Substance, Sector, EDGAR Country Code, Country, and emissions data for the years.","[""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
filter GHG_by_sector_and_country data by region and sector,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** Filters a data product based on the provided filterdict, it filters row wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example:** {'condition':{'region':'desired_region','sector':'desired_sector'}}","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
compute the decreasing trend of GHG emissions per region and sector,function,,"[""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n""]",[“sortby”],False,"The most fitting function for your problem is:

**Function Name:** sum  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns and specified columns for which the sum should be calculated. This can be used to aggregate GHG emissions data by region and sector, allowing you to analyze trends over time.  
**Filter_dict:** [{'group_by': 'a list of columns in the dataframe, can be None'}, {'columns': 'a list of columns for which the sum should be calculated, can't be None'}]","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
