query_id,entity,rel_score
SemSearch_LS-7,<dbpedia:Infantry_Branch_(United_States)>,1
SemSearch_LS-7,<dbpedia:Medical_Corps_(United_States_Army)>,1
SemSearch_LS-7,<dbpedia:Military_Intelligence_Corps_(United_States_Army)>,2
SemSearch_LS-7,<dbpedia:Military_branch>,1
SemSearch_LS-7,<dbpedia:Military_budget_of_the_United_States>,1
SemSearch_LS-7,<dbpedia:Motor_Transport_Corps>,1
SemSearch_LS-7,<dbpedia:National_Guard_of_the_United_States>,2
SemSearch_LS-7,<dbpedia:Oklahoma_Army_National_Guard>,1
SemSearch_LS-7,<dbpedia:Ordnance_Corps_(United_States_Army)>,1
SemSearch_LS-7,<dbpedia:Quartermaster_Corps_(United_States_Army)>,2
SemSearch_LS-7,<dbpedia:Regular_Army_(United_States)>,2
SemSearch_LS-7,<dbpedia:Structure_of_the_United_States_Army>,1
SemSearch_LS-7,<dbpedia:Supply_Corps>,2
SemSearch_LS-7,<dbpedia:Transportation_Corps>,1
SemSearch_LS-7,<dbpedia:Uniforms_of_the_United_States_Armed_Forces>,1
SemSearch_LS-7,<dbpedia:United_States_Air_Force>,1
SemSearch_LS-7,<dbpedia:United_States_Armed_Forces>,1
SemSearch_LS-7,<dbpedia:United_States_Army>,2
SemSearch_LS-7,<dbpedia:United_States_Army_Air_Corps>,2
SemSearch_LS-7,<dbpedia:United_States_Army_Air_Forces>,1
SemSearch_LS-7,<dbpedia:United_States_Army_Air_Service>,1
SemSearch_LS-7,<dbpedia:United_States_Army_Nurse_Corps>,2
SemSearch_LS-7,<dbpedia:United_States_Army_Reserve>,1
SemSearch_LS-7,<dbpedia:United_States_Army_Security_Agency>,1
SemSearch_LS-7,<dbpedia:United_States_Coast_Guard>,1
SemSearch_LS-7,<dbpedia:United_States_Marine_Corps>,2
SemSearch_LS-7,<dbpedia:United_States_Navy>,1
SemSearch_LS-7,<dbpedia:United_States_Strike_Command>,1
SemSearch_LS-7,<dbpedia:Vanguard_Industries_Inc.>,1
SemSearch_LS-8,<dbpedia:Africa>,2
SemSearch_LS-8,<dbpedia:Americas>,1
SemSearch_LS-8,<dbpedia:Antarctica>,1
SemSearch_LS-8,<dbpedia:Asia>,1
SemSearch_LS-8,<dbpedia:Australia>,1
SemSearch_LS-8,<dbpedia:Australia_(continent)>,2
SemSearch_LS-8,<dbpedia:Continent>,1
SemSearch_LS-8,<dbpedia:Europe>,2
SemSearch_LS-8,<dbpedia:Four_continents>,1
SemSearch_LS-8,<dbpedia:Lemuria_(continent)>,1
SemSearch_LS-8,<dbpedia:List_of_continents_by_GDP_(nominal)>,1
SemSearch_LS-8,<dbpedia:List_of_continents_by_population>,2
SemSearch_LS-8,<dbpedia:North_America>,2
SemSearch_LS-8,<dbpedia:Oceania>,1
SemSearch_LS-8,<dbpedia:Old_World>,1
SemSearch_LS-8,<dbpedia:Outline_of_North_America>,1
SemSearch_LS-8,<dbpedia:Submerged_continent>,1
SemSearch_LS-9,<dbpedia:Archimandrite>,1
SemSearch_LS-9,<dbpedia:Basilian_monks>,1
SemSearch_LS-9,<dbpedia:Christian_monasticism>,1
SemSearch_LS-9,<dbpedia:December_2_(Eastern_Orthodox_liturgics)>,1
SemSearch_LS-9,<dbpedia:Degrees_of_Eastern_Orthodox_monasticism>,2
SemSearch_LS-9,<dbpedia:Eastern_Christian_monasticism>,1
SemSearch_LS-9,<dbpedia:Hieromonk>,1
SemSearch_LS-9,<dbpedia:Kalimavkion>,1
SemSearch_LS-9,<dbpedia:March_8_(Eastern_Orthodox_liturgics)>,1
SemSearch_LS-9,<dbpedia:Monasticism>,1
SemSearch_LS-9,<dbpedia:Novice>,1
SemSearch_LS-9,<dbpedia:October_28_(Eastern_Orthodox_liturgics)>,1
