id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
23019,Kotakan,,"arena,mtgo,paper",borderless,233169.0,232248.0,,,,3.0,,5601.0,,,"Mechagodzilla, the Weapon",,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,,,,{3},451863.0,300628.0,73651.0,66a3da2f-9618-56a4-8815-99e08e101e61,,,,Crystalline Giant,387,,,,,3,"IKO,PIKO","godzillaseries,boosterfun","{'cardKingdom': 'https://mtgjson.com/links/a988a5eac064fd08', 'cardKingdomFoil': 'https://mtgjson.com/links/d6d66a19558cf569', 'cardmarket': 'https://mtgjson.com/links/4b28e69f876e38e3', 'tcgplayer': 'https://mtgjson.com/links/8ee0a6868ad3f305'}",rare,b0c2de2f-bb56-4713-861a-34523b331e26,4548a608-b620-4440-8c93-7de467539ac2,49a46cfa-f2e9-4718-a6cb-47dbb0792b56,IKO,,Giant,,212070.0,"At the beginning of combat on your turn, choose a kind of counter at random that Crystalline Giant doesn't have on it from among flying, first strike, deathtouch, hexproof, lifelink, menace, reach, trample, vigilance, and +1/+1. Put a counter of that kind",3,Artifact Creature — Giant,"Artifact,Creature",f192bfef-50ef-535f-818e-b8a57f93a498,"f81c079e-64da-596c-9777-fdd7c06c3010,3ba9d8e5-055d-5fc5-b1ec-6d2a5637819e",
25349,Grzegorz Rutkowski,,"arena,mtgo,paper",borderless,241154.0,240396.0,"B,R",,B,2.0,,10529.0,,"Valki, God of Lies",,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,modal_dfc,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{1}{B},529312.0,328302.0,76885.0,dfa3d3bb-9a2c-5b37-b2b5-c89f5041067b,,,507136.0,"Valki, God of Lies // Tibalt, Cosmic Impostor",286,,"When Valki enters the battlefield, each opponent reveals their hand. For each opponent, exile a creature card they revealed this way until Valki leaves the battlefield.
{X}: Choose a creature card exiled with Valki with converted mana cost X. Valki become",Legendary Creature — God,88be86ce-90b6-5d9d-b132-044c41baf7f1,2,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/73383e176b7cd572', 'cardKingdomFoil': 'https://mtgjson.com/links/a1d14fe305fded6b', 'cardmarket': 'https://mtgjson.com/links/2272856d13bb49bf', 'tcgplayer': 'https://mtgjson.com/links/d696fca97142c362'}",mythic,86528590-6ff1-4dfa-adf2-6de05ff7b89c,b23da373-4077-447e-b509-3d3d20780e50,907ae517-22d5-4ac7-bc3a-3f4d5eaeeb57,KHM,a,God,Legendary,230119.0,"When Valki enters the battlefield, each opponent reveals their hand. For each opponent, exile a creature card they revealed this way until Valki leaves the battlefield.
{X}: Choose a creature card exiled with Valki with converted mana cost X. Valki become",1,Legendary Creature — God,Creature,987b5b69-552c-5f3a-b7af-70a700817cfc,"6161b207-65da-513c-b322-c6c1c75ad21a,7d929665-72d1-578b-b2e2-c0695f343242",
25351,Johannes Voss,,"arena,mtgo,paper",borderless,241159.0,240429.0,"B,G",,G,4.0,,11855.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,3.0,{2}{G}{G},530292.0,328562.0,76887.0,4cda26df-3ba5-59a6-96bc-73a90eff083f,,,507138.0,Tyvar Kell,287,,"Elves you control have ""{T}: Add {B}.""
+1: Put a +1/+1 counter on up to one target Elf. Untap it. It gains deathtouch until end of turn.
0: Create a 1/1 green Elf Warrior creature token.
−6: You get an emblem with ""Whenever you cast an Elf spell, it gains",Legendary Planeswalker — Tyvar,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/3819668f92ff110a', 'cardKingdomFoil': 'https://mtgjson.com/links/9de4c1bd110924db', 'cardmarket': 'https://mtgjson.com/links/4b0569e3bce3afea', 'tcgplayer': 'https://mtgjson.com/links/2a23ce1f1e41e2ea'}",mythic,a19b35ee-03ba-43f0-8c57-29718c899719,95457aa8-59e1-489a-ba51-c07695502d8b,14c8a590-88ec-4982-ad7b-36a219ff6de7,KHM,,Tyvar,Legendary,230212.0,"Elves you control have ""{T}: Add {B}.""
[+1]: Put a +1/+1 counter on up to one target Elf. Untap it. It gains deathtouch until end of turn.
[0]: Create a 1/1 green Elf Warrior creature token.
[−6]: You get an emblem with ""Whenever you cast an Elf spell, it",,Legendary Planeswalker — Tyvar,Planeswalker,ea11f54d-b663-5a65-94b5-56feb74a68ca,6a808233-2aa7-596d-9532-6be1bd4f3bc8,
25352,Livia Prima,,"arena,mtgo,paper",borderless,241136.0,240300.0,"B,W",,"B,W",5.0,,12473.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,5.0,{3}{W}{B},527520.0,327230.0,76888.0,b5cbef62-4c69-5f3a-9110-dbd5adc5a3a6,,,507139.0,Kaya the Inexorable,288,,"+1: Put a ghostform counter on up to one target nontoken creature. It gains ""When this creature dies or is put into exile, return it to its owner's hand and create a 1/1 white Spirit creature token with flying.""
−3: Exile target nonland permanent.
−7: You",Legendary Planeswalker — Kaya,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/3ff7bc5bfe0d2632', 'cardKingdomFoil': 'https://mtgjson.com/links/b33c19d1fc6224b9', 'cardmarket': 'https://mtgjson.com/links/f89df3c24dec583b', 'tcgplayer': 'https://mtgjson.com/links/b66f887e167e851d'}",mythic,35e3a516-2989-4cac-892f-deb3d754ba7d,0d9c421e-fca1-41f6-ac62-c185adbd5781,13a4f88b-6832-43a1-b4fa-c1ee60560bad,KHM,,Kaya,Legendary,229253.0,"[+1]: Put a ghostform counter on up to one target nontoken creature. It gains ""When this creature dies or is put into exile, return it to its owner's hand and create a 1/1 white Spirit creature token with flying.""
[−3]: Exile target nonland permanent.
[−7",,Legendary Planeswalker — Kaya,Planeswalker,19b2a48b-35b5-5831-a151-622d341b48dc,a337df42-7f64-5a2f-ad35-50020e3d953d,
25353,Sara Winters,,"arena,mtgo,paper",borderless,241155.0,240397.0,"U,W",,"U,W",3.0,,17767.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Scry,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,3.0,{X}{W}{U}{U},529297.0,328297.0,76889.0,e955bc9b-5a13-5a63-b649-8560c1abbcde,,,507140.0,Niko Aris,289,,"When Niko Aris enters the battlefield, create X Shard tokens.
+1: Up to one target creature you control can't be blocked this turn. Whenever that creature deals damage this turn, return it to its owner's hand.
−1: Niko Aris deals 2 damage to target tapped",Legendary Planeswalker — Niko,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/0741fc0c6acdfd3b', 'cardKingdomFoil': 'https://mtgjson.com/links/6c096015575e72b8', 'cardmarket': 'https://mtgjson.com/links/58401da67584e739', 'tcgplayer': 'https://mtgjson.com/links/9a17a63341840096'}",mythic,974a54b8-4f76-45db-a2f3-b2ed28a16cac,90aae9db-8549-402d-986e-40c1aba7d939,781162c4-9c0f-436c-b9a5-214e60e009e4,KHM,,Niko,Legendary,230131.0,"When Niko Aris enters the battlefield, create X Shard tokens. (They're enchantments with ""{2}, Sacrifice this enchantment: Scry 1, then draw a card."")
[+1]: Up to one target creature you control can't be blocked this turn. Whenever that creature deals dam",,Legendary Planeswalker — Niko,Planeswalker,1bb3764c-9153-568d-82e0-7b4635f81f65,a0d0f918-cfe2-5a3a-9221-dba672053ce3,
25354,Grady Frederick,,"arena,mtgo,paper",borderless,241137.0,240301.0,"G,U",,,0.0,,10197.0,,Barkchannel Pathway,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,modal_dfc,,,,,527475.0,327205.0,75383.0,495bc374-66ef-57bf-94fb-06e089a229a9,,,507442.0,Barkchannel Pathway // Tidechannel Pathway,290,,"{T}: Add {U}.


Land
{T}: Add {G}.",Land,1bd0076a-80ad-59f7-bb8d-9dc5e3cc92ef,,"KHM,PKHM,SLU",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/958e267e6215362c', 'cardKingdomFoil': 'https://mtgjson.com/links/361a7391984d1131', 'cardmarket': 'https://mtgjson.com/links/d28b468f997914c0', 'tcgplayer': 'https://mtgjson.com/links/b133d947ddc09642'}",rare,87c33c94-4b56-4a96-9c4c-a376f8d54943,ee17cc61-b80a-4702-87f0-b613211b36f1,59d22de5-e310-44d7-89cf-ef3529e40cef,KHM,a,,,229234.0,{T}: Add {G}.,,Land,Land,82253240-82f9-5aa3-88b0-20d1b611f696,6d56c60a-3436-5c1d-8d1d-a5d64c4fe544,
25356,Johannes Voss,,"arena,mtgo,paper",borderless,241138.0,240302.0,"B,R",,,0.0,,10317.0,,Blightstep Pathway,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,modal_dfc,,,,,527455.0,327195.0,75385.0,4cf7be1c-db78-5ced-af0d-dcd21c1684a7,,,507444.0,Blightstep Pathway // Searstep Pathway,291,,"{T}: Add {R}.


Land
{T}: Add {B}.",Land,1da37e87-57bf-5a70-aaf2-aad976848548,,"KHM,PKHM,SLU",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/37a5cfda9baf5c5f', 'cardKingdomFoil': 'https://mtgjson.com/links/e57a0cb2a82d594a', 'cardmarket': 'https://mtgjson.com/links/23a75af41b0784e9', 'tcgplayer': 'https://mtgjson.com/links/a4ba7ff9f18c2d17'}",rare,3933326a-2014-4ac0-bfd3-8ff26e178920,54327b07-543f-497e-bee1-dd95a29daa85,e580a229-e800-4746-9d37-c32fcef8de28,KHM,a,,,229237.0,{T}: Add {B}.,,Land,Land,f77952ce-3925-5753-b2b1-45b332ab893d,02af4608-bbde-591b-ab12-42ce070b3b9c,
25358,Alayna Danner,,"arena,mtgo,paper",borderless,241139.0,240303.0,"B,G",,,0.0,,9785.0,,Darkbore Pathway,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,modal_dfc,,,,,527445.0,327190.0,75387.0,2482d6ea-8d17-5dc7-809e-ec96e6a95ccc,,,507446.0,Darkbore Pathway // Slitherbore Pathway,292,,"{T}: Add {G}.


Land
{T}: Add {B}.",Land,8dbc37a4-d21a-5539-8e45-ef2955a0456d,,"KHM,PKHM,SLU",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/e25d8e4c67fcc4ce', 'cardKingdomFoil': 'https://mtgjson.com/links/0bdec16eeb6f653e', 'cardmarket': 'https://mtgjson.com/links/2c578354f99b4022', 'tcgplayer': 'https://mtgjson.com/links/eae73c8304a496b8'}",rare,501ceec3-c196-4db4-980d-31edf6232acf,dd6130d2-3f67-4d26-a8a2-0ae24c7e3780,868e6e68-4367-4073-a864-235d5961ae56,KHM,a,,,229242.0,{T}: Add {B}.,,Land,Land,7fc805f8-b23b-5935-8148-0ebc156f2a9e,06fa03a6-0e18-5b6b-bd56-0c024cdf6026,
25360,Alayna Danner,,"arena,mtgo,paper",borderless,241140.0,240304.0,"U,W",,,0.0,,10846.0,,Hengegate Pathway,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,modal_dfc,,,,,527465.0,327200.0,75389.0,8c9882b3-a8d8-5bc5-9878-e25e582c1761,,,507448.0,Hengegate Pathway // Mistgate Pathway,293,,"{T}: Add {U}.


Land
{T}: Add {W}.",Land,033eb1e7-7536-52c0-a371-44267b8fb9ab,,"KHM,PKHM,SLU",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/bf34343b89b43a76', 'cardKingdomFoil': 'https://mtgjson.com/links/6250d6220d8c5879', 'cardmarket': 'https://mtgjson.com/links/11ede9cc412cbb4d', 'tcgplayer': 'https://mtgjson.com/links/ca5ee586be744b2a'}",rare,b851c41b-ed73-4ee4-9063-544f97f35f67,3d56ce8c-7a1b-4561-84f7-e32f35f126f3,461b3f2f-fcee-4160-abfa-061f8b6a784f,KHM,a,,,229243.0,{T}: Add {W}.,,Land,Land,d34646f9-c799-5b3c-9ef8-eab6776a6d97,9606bf17-5049-5e6d-bcdc-994c68397b6e,
25362,Rudy Siswanto,,"arena,mtgo,paper",borderless,241189.0,240537.0,W,,W,4.0,,13384.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Foretell,normal,,,,{2}{W}{W},530822.0,328897.0,75391.0,ebc8c2f1-077a-5628-8288-9107ac1ff79a,,,507530.0,Starnheim Unleashed,294,,"Create a 4/4 white Angel Warrior creature token with flying and vigilance. If this spell was foretold, create X of those tokens instead.
Foretell {X}{X}{W}",Sorcery,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/60fd5d5b2bb2ec00', 'cardKingdomFoil': 'https://mtgjson.com/links/5954c501d2c402ba', 'cardmarket': 'https://mtgjson.com/links/f3b38c3e07c2de7c', 'tcgplayer': 'https://mtgjson.com/links/f6f4bfa39d07b1e5'}",mythic,86999e06-62a3-4878-8db0-dc36b52d9794,ce375096-b41e-4da7-9515-92764a632295,495ebe60-f0e5-4f0f-9d99-b2c64c95dbf4,KHM,,,,230413.0,"Create a 4/4 white Angel Warrior creature token with flying and vigilance. If this spell was foretold, create X of those tokens instead.
Foretell {X}{X}{W} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later",,Sorcery,Sorcery,32ee01b6-0341-5578-b2dd-322a805318d6,ec0b00a6-1568-561d-a960-958263e5950b,
25363,Volkan Baǵa,,"arena,mtgo,paper",borderless,241160.0,240430.0,U,,U,7.0,,12332.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Foretell,normal,,,,{5}{U}{U},529487.0,328437.0,75392.0,d0d03f2f-6219-5bf1-bd16-a8d85752b0aa,,,507531.0,Alrund's Epiphany,295,,"Create two 1/1 blue Bird creature tokens with flying. Take an extra turn after this one. Exile Alrund's Epiphany.
Foretell {4}{U}{U}",Sorcery,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/4a0aaf9f2edbcbc1', 'cardKingdomFoil': 'https://mtgjson.com/links/12b637444516c950', 'cardmarket': 'https://mtgjson.com/links/764ee3def9b083e3', 'tcgplayer': 'https://mtgjson.com/links/438ea87932058de2'}",mythic,6dd24105-4202-4690-bb62-16d0b9c291c9,4cc25064-f5dd-4f42-810d-bb9145681568,bc842838-1993-4480-b8fe-f9d9f2dee7a4,KHM,,,,230098.0,"Create two 1/1 blue Bird creature tokens with flying. Take an extra turn after this one. Exile Alrund's Epiphany.
Foretell {4}{U}{U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell ",,Sorcery,Sorcery,bac6e8a9-f20c-5240-91ef-2d1cf0c233e9,1541782c-db65-5e33-af0f-cda3c626b648,
25364,Randy Vargas,,"arena,mtgo,paper",borderless,241221.0,240733.0,B,,B,6.0,,12807.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Foretell,normal,,,,{4}{B}{B},533052.0,330452.0,75393.0,4aadf038-729c-59ae-99c6-e167fdca246d,,,507532.0,Haunting Voyage,296,,"Choose a creature type. Return up to two creature cards of that type from your graveyard to the battlefield. If this spell was foretold, return all creature cards of that type from your graveyard to the battlefield instead.
Foretell {5}{B}{B}",Sorcery,,,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/d49e70a870bd587a', 'cardKingdomFoil': 'https://mtgjson.com/links/9d11ad2acf5ce709', 'cardmarket': 'https://mtgjson.com/links/7b623ae2edabd107', 'tcgplayer': 'https://mtgjson.com/links/90b897189bce51cb'}",mythic,7e0fb42a-9faf-4873-bf46-c80af7d34934,5a608005-ea41-4a38-8e1e-33c91d561c7d,334c284e-7bc3-4c18-9f8d-4d846f80008e,KHM,,,,230953.0,"Choose a creature type. Return up to two creature cards of that type from your graveyard to the battlefield. If this spell was foretold, return all creature cards of that type from your graveyard to the battlefield instead.
Foretell {5}{B}{B} (During your",,Sorcery,Sorcery,5431111e-d54e-534f-b42a-39719fa54568,4ec399b4-03a0-56f5-be98-99db7854bb83,
25365,Randy Vargas,,"arena,mtgo,paper",borderless,241170.0,240495.0,R,,R,5.0,,13502.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Foretell,normal,,,,{3}{R}{R},530587.0,328642.0,75394.0,b3480555-4df3-52d6-9512-9742d2ef170e,,,507533.0,Quakebringer,297,,"Your opponents can't gain life.
At the beginning of your upkeep, Quakebringer deals 2 damage to each opponent. This ability triggers only if Quakebringer is on the battlefield or if Quakebringer is in your graveyard and you control a Giant.
Foretell {2}{R",Creature — Giant Berserker,,5,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/d48bde43f6f11d80', 'cardKingdomFoil': 'https://mtgjson.com/links/d61dfe79fbc97d47', 'cardmarket': 'https://mtgjson.com/links/0dabd5e8e0ad7669', 'tcgplayer': 'https://mtgjson.com/links/9bf60a60a0cf09b7'}",mythic,8e2f7850-8fe6-4487-9b1e-52e27e9f7244,9a6c7421-e529-45b9-8618-668df75b4fec,bbe41a21-f8ad-4e5c-88d8-2a41dfd32d13,KHM,,"Giant,Berserker",,230248.0,"Your opponents can't gain life.
At the beginning of your upkeep, Quakebringer deals 2 damage to each opponent. This ability triggers only if Quakebringer is on the battlefield or if Quakebringer is in your graveyard and you control a Giant.
Foretell {2}{R",4,Creature — Giant Berserker,Creature,d104d1ed-d847-5ffc-a62b-47ece43a746b,0e67ecba-a8f6-57d3-89a7-f4444026a238,
25366,Nicholas Gregory,,"arena,mtgo,paper",borderless,241207.0,240686.0,G,,G,5.0,,16893.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Foretell,Trample",normal,,,,{3}{G}{G},532362.0,330062.0,75395.0,38553757-dee0-542a-9131-867c498d3362,,,507534.0,Battle Mammoth,298,,"Trample
Whenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card.
Foretell {2}{G}{G}",Creature — Elephant,,6,"KHM,PKHM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/c07ea310282fd966', 'cardKingdomFoil': 'https://mtgjson.com/links/5e5d82b2af0436eb', 'cardmarket': 'https://mtgjson.com/links/80e7f50afa602246', 'tcgplayer': 'https://mtgjson.com/links/cbd8357df1811c22'}",mythic,1b87cd73-9149-4e48-acff-dcfce4bd1b11,46627b0e-8c3f-4948-be67-dbc32b591e5f,7a6db509-7ef4-483c-b8a0-62a4f3e16ef9,KHM,,Elephant,,230914.0,"Trample
Whenever a permanent you control becomes the target of a spell or ability an opponent controls, you may draw a card.
Foretell {2}{G}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for it",5,Creature — Elephant,Creature,0c720d6c-2c0f-53cb-8e5c-34c6215b48c1,6d187592-205b-527e-ba98-60f50f15f3ab,
30155,Ryan Pancoast,,"arena,mtgo,paper",borderless,234619.0,233993.0,,,,8.0,,577.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,7.0,{8},466354.0,210690.0,74652.0,5f70fc58-9f05-57dc-9779-680bef7136ed,,,488173.0,"Ugin, the Spirit Dragon",279,,"+2: Ugin, the Spirit Dragon deals 3 damage to any target.
−X: Exile each permanent with converted mana cost X or less that's one or more colors.
−10: You gain 7 life, draw seven cards, then put up to seven permanent cards from your hand onto the battlefie",Legendary Planeswalker — Ugin,,,"FRF,M21,MED,PM21,PRM,UGIN",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/d2c7cc8d5f915cd9', 'cardKingdomFoil': 'https://mtgjson.com/links/b9d890f67ee25dc2', 'cardmarket': 'https://mtgjson.com/links/9c62e0e621145a2b', 'tcgplayer': 'https://mtgjson.com/links/641d1c23a49f3a31'}",mythic,1bacda35-bb91-4537-a14d-846650fa85f6,25bb2adf-803f-4c2a-aa47-c790c587a350,eecb3047-a563-441a-9175-200421981ac3,M21,,Ugin,Legendary,215340.0,"[+2]: Ugin, the Spirit Dragon deals 3 damage to any target.
[−X]: Exile each permanent with converted mana cost X or less that's one or more colors.
[−10]: You gain 7 life, draw seven cards, then put up to seven permanent cards from your hand onto the bat",,Legendary Planeswalker — Ugin,Planeswalker,49a71576-8f2a-5e66-8829-625bfe7d9ec6,"043fe0a6-9b4d-53fa-8a70-822ac47c7c1e,6e4dc7a9-c361-5d5c-895d-3e5e77bb6933",
30156,Jehan Choo,,"arena,mtgo,paper",borderless,234645.0,234044.0,W,,W,3.0,,5171.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,3.0,{1}{W}{W},468219.0,307019.0,74653.0,809f14b4-b098-57e4-af40-a3f0b2836a24,,,488174.0,Basri Ket,280,,"+1: Put a +1/+1 counter on up to one target creature. It gains indestructible until end of turn.
−2: Whenever one or more nontoken creatures attack this turn, create that many 1/1 white Soldier creature tokens that are tapped and attacking.
−6: You get an",Legendary Planeswalker — Basri,,,"M21,PM21",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/65218e7c28ae6227', 'cardKingdomFoil': 'https://mtgjson.com/links/acea3b61de183fce', 'cardmarket': 'https://mtgjson.com/links/7ce2691c9cd0fdc8', 'tcgplayer': 'https://mtgjson.com/links/1f68ab388559cd85'}",mythic,ed3906ea-df06-4299-a305-32e6ef476507,2cb724a2-0444-467f-904f-15dd2c1fcf86,497d7ab8-07f1-4c8a-a45a-52b9a4d9400f,M21,,Basri,Legendary,215537.0,"[+1]: Put a +1/+1 counter on up to one target creature. It gains indestructible until end of turn.
[−2]: Whenever one or more nontoken creatures attack this turn, create that many 1/1 white Soldier creature tokens that are tapped and attacking.
[−6]: You ",,Legendary Planeswalker — Basri,Planeswalker,d0a8af76-5f2f-576f-b328-a67287e2d290,"7c578972-34bd-528a-80d2-f8c54ea430f7,27a81cb8-5003-5125-9164-eb98ace7cdc1",
30157,Chris Rallis,,"arena,mtgo,paper",borderless,234620.0,233995.0,U,,U,4.0,,1780.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,3.0,{2}{U}{U},466314.0,306854.0,74654.0,7c50248a-98cf-520b-8573-a3505e49e212,,,488175.0,"Teferi, Master of Time",281,,"You may activate loyalty abilities of Teferi, Master of Time on any player's turn any time you could cast an instant.
+1: Draw a card, then discard a card.
−3: Target creature you don't control phases out.
−10: Take two extra turns after this one.",Legendary Planeswalker — Teferi,,,"M21,PM21",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/7feb66e0241bf4a3', 'cardKingdomFoil': 'https://mtgjson.com/links/5ce64afb322cfaba', 'cardmarket': 'https://mtgjson.com/links/23218eca3babce82', 'tcgplayer': 'https://mtgjson.com/links/ab574cc8f6209704'}",mythic,ba95c4fc-f0fc-4bfe-bef7-694c3d82a6c7,f9ca7837-d5f5-4465-8d77-c823a437df30,e802fb53-7cf5-46bc-8a0b-f99cf5c20f74,M21,,Teferi,Legendary,215361.0,"You may activate loyalty abilities of Teferi, Master of Time on any player's turn any time you could cast an instant.
[+1]: Draw a card, then discard a card.
[−3]: Target creature you don't control phases out. (Treat it and anything attached to it as thou",,Legendary Planeswalker — Teferi,Planeswalker,9a0efe80-9d99-5a55-82fa-0f646f13b37e,"4fa12f9c-7b31-5907-ab9a-1404348bbc56,095be5f8-4abc-5122-a853-b320edc139a2,8f2ad15b-e5ca-5d16-9e60-2ef6278ba21e,a432cb96-ca34-555f-8840-d8f5b1b010a2,330fa447-ae91-56e1-a72a-916c45f04b7a,0fec5858-1168-5933-8299-e5549afa40d6,5e0ba6ef-f87c-58e8-bb32-9ea917d43",
30158,Magali Villeneuve,,"arena,mtgo,paper",borderless,234621.0,233996.0,B,,B,4.0,,4124.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,4.0,{2}{B}{B},466344.0,306874.0,74655.0,c10f2216-4b8c-56d2-abb6-3b59b0254c45,,,488176.0,"Liliana, Waker of the Dead",282,,"+1: Each player discards a card. Each opponent who can't loses 3 life.
−3: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard
−7: You get an emblem with ""At the beginning of combat on your turn, put target creat",Legendary Planeswalker — Liliana,,,"M21,PM21",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/77f7e79e97de4af5', 'cardKingdomFoil': 'https://mtgjson.com/links/e3ae1adb0a4a6b04', 'cardmarket': 'https://mtgjson.com/links/2b621ed454d7b16e', 'tcgplayer': 'https://mtgjson.com/links/5c4ae1e6cdd425a4'}",mythic,a2edac86-02d4-4201-9b72-2ec64f163a72,bc4da642-9871-4bfa-aba3-7b3679564547,e0df8e2a-96d2-4e4d-b065-aa2e162abbfe,M21,,Liliana,Legendary,215357.0,"[+1]: Each player discards a card. Each opponent who can't loses 3 life.
[−3]: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.
[−7]: You get an emblem with ""At the beginning of combat on your turn, put targe",,Legendary Planeswalker — Liliana,Planeswalker,c42fe6da-19e6-573b-b96c-6ac5e8350e94,"084f076b-62aa-5a31-b6fa-dd20acc38d5f,b1fb9a61-6e04-5a2a-bac3-038b50d0bbf2",
30159,Jason Rainville,,"arena,mtgo,paper",borderless,234646.0,234045.0,R,,R,5.0,,7375.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,5.0,{3}{R}{R},468239.0,307189.0,74656.0,377997c2-257c-5a3a-879d-5025530d8a3b,,,488177.0,"Chandra, Heart of Fire",283,,"+1: Discard your hand, then exile the top three cards of your library. Until end of turn, you may play cards exiled this way.
+1: Chandra, Heart of Fire deals 2 damage to any target.
−9: Search your graveyard and library for any number of red instant and/",Legendary Planeswalker — Chandra,,,"M21,PM21",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/17c33c0376964b3b', 'cardKingdomFoil': 'https://mtgjson.com/links/848a421ca61d374a', 'cardmarket': 'https://mtgjson.com/links/52c27d95bf524bd6', 'tcgplayer': 'https://mtgjson.com/links/4d2b3b339dafee7f'}",mythic,1e494793-ec53-46dc-a5db-90dadc8cc015,2af8ce4e-f365-4163-8021-a9a0448343aa,58ad45fc-b625-4484-8d49-ebc42db9040a,M21,,Chandra,Legendary,215542.0,"[+1]: Discard your hand, then exile the top three cards of your library. Until end of turn, you may play cards exiled this way.
[+1]: Chandra, Heart of Fire deals 2 damage to any target.
[−9]: Search your graveyard and library for any number of red instan",,Legendary Planeswalker — Chandra,Planeswalker,1d5f0452-3033-5040-8efb-155a18594c91,"940935aa-b607-522d-84a6-bff36ddea294,a85fe5e1-37ed-5891-8070-aec8eb690af5",
