atom_id,molecule_id,element,atom_id2,bond_id,bond_type
TR401_8,TR401,n,TR401_5,TR401_5_8,-
TR401_8,TR401,n,TR401_14,TR401_8_14,-
TR401_8,TR401,n,TR401_15,TR401_8_15,-
TR401_9,TR401,n,TR401_3,TR401_3_9,-
TR401_9,TR401,n,TR401_16,TR401_9_16,-
TR401_9,TR401,n,TR401_17,TR401_9_17,-
TR405_18,TR405,n,TR405_15,TR405_15_18,-
TR405_18,TR405,n,TR405_19,TR405_18_19,=
TR405_19,TR405,n,TR405_18,TR405_18_19,=
TR405_19,TR405,n,TR405_20,TR405_19_20,-
TR405_32,TR405,n,TR405_29,TR405_29_32,-
TR405_32,TR405,n,TR405_33,TR405_32_33,=
TR405_33,TR405,n,TR405_32,TR405_32_33,=
TR405_33,TR405,n,TR405_34,TR405_33_34,-
TR407_1,TR407,n,TR407_2,TR407_1_2,=
TR407_1,TR407,n,TR407_3,TR407_1_3,-
TR407_13,TR407,n,TR407_19,TR407_13_19,=
TR407_13,TR407,n,TR407_20,TR407_13_20,-
TR407_13,TR407,n,TR407_7,TR407_7_13,-
TR407_2,TR407,n,TR407_1,TR407_1_2,=
TR407_2,TR407,n,TR407_4,TR407_2_4,-
TR412_23,TR412,n,TR412_13,TR412_13_23,-
TR412_23,TR412,n,TR412_33,TR412_23_33,-
TR412_23,TR412,n,TR412_34,TR412_23_34,-
TR412_24,TR412,n,TR412_14,TR412_14_24,-
TR412_24,TR412,n,TR412_35,TR412_24_35,-
TR412_24,TR412,n,TR412_36,TR412_24_36,-
TR416_6,TR416,n,TR416_4,TR416_4_6,-
TR416_6,TR416,n,TR416_10,TR416_6_10,-
TR416_6,TR416,n,TR416_9,TR416_6_9,=
TR425_3,TR425,n,TR425_1,TR425_1_3,-
TR425_3,TR425,n,TR425_6,TR425_3_6,-
TR425_3,TR425,n,TR425_7,TR425_3_7,-
TR425_4,TR425,n,TR425_2,TR425_2_4,-
TR425_4,TR425,n,TR425_8,TR425_4_8,-
TR425_4,TR425,n,TR425_9,TR425_4_9,-
TR430_13,TR430,n,TR430_62,TR430_13_62,-
TR430_13,TR430,n,TR430_63,TR430_13_63,-
TR430_13,TR430,n,TR430_7,TR430_7_13,-
TR430_15,TR430,n,TR430_16,TR430_15_16,=
TR430_15,TR430,n,TR430_5,TR430_5_15,-
TR430_16,TR430,n,TR430_15,TR430_15_16,=
TR430_16,TR430,n,TR430_17,TR430_16_17,-
TR430_36,TR430,n,TR430_30,TR430_30_36,-
TR430_36,TR430,n,TR430_70,TR430_36_70,-
TR430_36,TR430,n,TR430_71,TR430_36_71,-
TR430_38,TR430,n,TR430_28,TR430_28_38,-
TR430_38,TR430,n,TR430_39,TR430_38_39,=
TR430_39,TR430,n,TR430_38,TR430_38_39,=
TR430_39,TR430,n,TR430_40,TR430_39_40,-
TR433_2,TR433,p,TR433_1,TR433_1_2,-
TR433_2,TR433,p,TR433_3,TR433_2_3,-
TR433_2,TR433,p,TR433_4,TR433_2_4,-
TR433_2,TR433,p,TR433_5,TR433_2_5,-
TR438_21,TR438,n,TR438_20,TR438_20_21,-
TR438_21,TR438,n,TR438_22,TR438_21_22,-
TR438_21,TR438,n,TR438_23,TR438_21_23,-
TR438_21,TR438,n,TR438_24,TR438_21_24,-
TR439_10,TR439,n,TR439_15,TR439_10_15,-
TR439_10,TR439,n,TR439_24,TR439_10_24,-
TR439_10,TR439,n,TR439_4,TR439_4_10,-
TR442_10,TR442,n,TR442_11,TR442_10_11,-
TR442_10,TR442,n,TR442_12,TR442_10_12,=
TR442_10,TR442,n,TR442_3,TR442_3_10,-
TR445_2,TR445,n,TR445_1,TR445_1_2,-
TR445_2,TR445,n,TR445_3,TR445_2_3,-
TR445_2,TR445,n,TR445_4,TR445_2_4,-
TR448_4,TR448,n,TR448_3,TR448_3_4,-
TR448_4,TR448,n,TR448_5,TR448_4_5,=
TR455_18,TR455,n,TR455_20,TR455_18_20,-
TR455_18,TR455,n,TR455_21,TR455_18_21,-
TR455_18,TR455,n,TR455_9,TR455_9_18,-
TR456_8,TR456,n,TR456_5,TR456_5_8,-
TR456_8,TR456,n,TR456_7,TR456_7_8,-
TR456_8,TR456,n,TR456_19,TR456_8_19,-
TR457_10,TR457,n,TR457_14,TR457_10_14,=
TR457_10,TR457,n,TR457_6,TR457_6_10,-
TR457_17,TR457,n,TR457_15,TR457_15_17,-
TR457_17,TR457,n,TR457_18,TR457_17_18,=
TR457_18,TR457,n,TR457_17,TR457_17_18,=
TR457_18,TR457,n,TR457_19,TR457_18_19,-
TR457_2,TR457,n,TR457_1,TR457_1_2,-
TR457_2,TR457,n,TR457_29,TR457_2_29,-
TR457_2,TR457,n,TR457_6,TR457_2_6,-
TR461_2,TR461,n,TR461_1,TR461_1_2,-
TR461_2,TR461,n,TR461_3,TR461_2_3,-
TR461_2,TR461,n,TR461_4,TR461_2_4,=
TR463_7,TR463,n,TR463_5,TR463_5_7,-
TR463_7,TR463,n,TR463_8,TR463_7_8,=
TR470_3,TR470,n,TR470_2,TR470_2_3,-
TR470_3,TR470,n,TR470_4,TR470_3_4,=
TR473_10,TR473,n,TR473_11,TR473_10_11,-
TR473_10,TR473,n,TR473_17,TR473_10_17,-
TR473_10,TR473,n,TR473_5,TR473_5_10,-
TR473_4,TR473,n,TR473_2,TR473_2_4,-
TR473_4,TR473,n,TR473_7,TR473_4_7,-
TR473_4,TR473,n,TR473_8,TR473_4_8,-
TR473_6,TR473,n,TR473_3,TR473_3_6,-
TR473_6,TR473,n,TR473_11,TR473_6_11,=
TR473_9,TR473,n,TR473_5,TR473_5_9,-
TR473_9,TR473,n,TR473_8,TR473_8_9,-
TR473_9,TR473,n,TR473_13,TR473_9_13,-
TR478_1,TR478,n,TR478_2,TR478_1_2,-
TR478_1,TR478,n,TR478_3,TR478_1_3,-
TR478_1,TR478,n,TR478_8,TR478_1_8,-
TR480_13,TR480,n,TR480_12,TR480_12_13,-
TR480_13,TR480,n,TR480_14,TR480_13_14,-
TR480_13,TR480,n,TR480_15,TR480_13_15,-
TR481_19,TR481,n,TR481_18,TR481_18_19,-
TR481_19,TR481,n,TR481_21,TR481_19_21,-
TR481_19,TR481,n,TR481_22,TR481_19_22,-
TR495_2,TR495,n,TR495_1,TR495_1_2,=
TR495_2,TR495,n,TR495_3,TR495_2_3,-
TR496_50,TR496,n,TR496_20,TR496_20_50,-
TR496_50,TR496,n,TR496_108,TR496_50_108,-
TR496_50,TR496,n,TR496_109,TR496_50_109,-
TR499_2,TR499,p,TR499_1,TR499_1_2,#
TR499_2,TR499,p,TR499_3,TR499_2_3,-
TR499_2,TR499,p,TR499_4,TR499_2_4,-
