cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
9100900000000,D,,El Dorado County Office of Education,El Dorado,163,16,564.0,550.0,527.0,13.0,9100900000000,691006.0,,Active,El Dorado,El Dorado County Office of Education,,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,6767 Green Valley Road,6767 Green Valley Rd.,Placerville,95667-8984,CA,(530) 622-7130,,www.edcoe.org,,,,,,0,County Office of Education (COE),,,,,,,,,,,38.72032,-120.86639,Ed,Manansala,emanansala@edcoe.org,,,,,,,2016-01-07
30666470000000,D,,Placentia-Yorba Linda Unified,Orange,2140,1028,533.0,559.0,528.0,663.0,30666470000000,630660.0,,Active,Orange,Placentia-Yorba Linda Unified,,1301 East Orangethorpe Avenue,1301 East Orangethorpe Ave.,Placentia,92870-5302,CA,1301 East Orangethorpe Avenue,1301 East Orangethorpe Ave.,Placentia,92870-5302,CA,(714) 986-7000,,www.pylusd.org,,,,,,54,Unified School District,,,,,,,,,,,33.86817,-117.83792,Gregory,Plutko,gplutko@pylusd.org,,,,,,,2016-07-11
19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,806,493,529.0,544.0,528.0,298.0,19651361995802,642510.0,3264.0,Active,Los Angeles,William S. Hart Union High,Valencia High,27801 North Dickason Drive,27801 North Dickason Dr.,Valencia,91355-1208,CA,27801 North Dickason Drive,27801 North Dickason Dr.,Valencia,91355-1208,CA,(661) 294-1188,,www.valenciavikings.com,1994-09-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.441672,-118.56199,John,Costanzo,jcostanzo@hartdistrict.org,,,,,,,2016-08-22
45701364530044,S,Foothill High,Shasta Union High,Shasta,278,60,557.0,577.0,528.0,46.0,45701364530044,636600.0,10326.0,Active,Shasta,Shasta Union High,Foothill High,9733 Deschutes Road,9733 Deschutes Rd.,Palo Cedro,96073-8644,CA,9733 Deschutes Road,9733 Deschutes Rd.,Palo Cedro,96073-8644,CA,(530) 547-1700,,www.foothillcougars.com/,1991-08-26,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,40.528994,-122.23866,Steve,Abbott,sabbott@suhsd.net,,,,,,,2016-07-27
43694010000000,D,,Campbell Union High,Santa Clara,1784,892,531.0,543.0,528.0,550.0,43694010000000,607230.0,,Active,Santa Clara,Campbell Union High,,3235 Union Avenue,3235 Union Ave.,San Jose,95124-2009,CA,3235 Union Avenue,3235 Union Ave.,San Jose,95124-2009,CA,(408) 371-0960,,www.cuhsd.org,,,,,,56,High School District,,,,,,,,,,,37.264937,-121.93145,Robert,Bravo,rbravo@cuhsd.org,,,,,,,2016-06-29
30103060000000,D,,Orange County Department of Education,Orange,1273,39,531.0,527.0,528.0,26.0,30103060000000,691024.0,,Active,Orange,Orange County Department of Education,,200 Kalmus Drive,200 Kalmus Dr.,Costa Mesa,92628-9050,CA,PO Box 9050,PO Box 9050,Costa Mesa,92628-9050,CA,(714) 966-4000,,www.ocde.us,,,,,,0,County Office of Education (COE),,,,,,,,,,,33.672234,-117.8806,Al,Mijares,amijares@ocde.us,,,,,,,2015-06-23
30103063030632,S,OCCS:CHEP/PCHS,Orange County Department of Education,Orange,132,39,531.0,527.0,528.0,26.0,30103063030632,691024.0,7578.0,Active,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,"2910 Redhill Avenue, Suite 200","2910 Redhill Ave., Ste. 200",Costa Mesa,92626-5993,CA,"2910 Redhill Avenue, Suite 200","2910 Redhill Ave., Ste. 200",Costa Mesa,92626-5993,CA,(714) 327-1000,,www.ocde.us,1998-07-01,,0.0,0147,,0,County Office of Education (COE),65.0,K-12 Schools (Public),OPP,Opportunity School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0.0,33.668198,-117.88045,Tony,Gibson,tgibson@ocde.us,,,,,,,2015-06-18
44698230000000,D,,Santa Cruz City High,Santa Cruz,932,413,531.0,534.0,528.0,263.0,44698230000000,635600.0,,Active,Santa Cruz,Santa Cruz City High,,405 Old San Jose Road,405 Old San Jose Rd.,Soquel,95073-2213,CA,405 Old San Jose Road,405 Old San Jose Rd.,Soquel,95073-2213,CA,(831) 429-3410,220.0,www.sccs.net,,,,,,56,High School District,,,,,,,,,,,36.992934,-121.95726,Kris,Munro,kmunro@sccs.net,,,,,,,2016-09-16
30736353034956,S,Mission Viejo High,Saddleback Valley Unified,Orange,618,338,541.0,553.0,528.0,227.0,30736353034956,633860.0,5307.0,Active,Orange,Saddleback Valley Unified,Mission Viejo High,25025 Chrisanta Drive,25025 Chrisanta Dr.,Mission Viejo,92691-5326,CA,25025 Chrisanta Drive,25025 Chrisanta Dr.,Mission Viejo,92691-5326,CA,(949) 837-7722,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,33.599393,-117.67182,Ray,Gatfield,gatfieldr@svusd.k12.ca.us,,,,,,,2015-06-18
21654662134005,S,Terra Linda High,San Rafael City High,Marin,260,148,522.0,518.0,529.0,85.0,21654662134005,635110.0,5941.0,Active,Marin,San Rafael City High,Terra Linda High,320 Nova Albion Way,320 Nova Albion Way,San Rafael,94903-3523,CA,320 Nova Albion Way,320 Nova Albion Way,San Rafael,94903-3523,CA,(415) 492-3100,,http://terralinda.srcs.org/,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.999249,-122.55111,Katy,Dunlap,kdunlap@srcs.org,,,,,,,2015-10-09
42767864231726,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,522,325,539.0,557.0,529.0,204.0,42767864231726,601414.0,6017.0,Active,Santa Barbara,Santa Barbara Unified,Dos Pueblos Senior High,7266 Alameda Avenue,7266 Alameda Ave.,Goleta,93117-1351,CA,7266 Alameda Avenue,7266 Alameda Ave.,Goleta,93117-1351,CA,(805) 968-2541,,www.sbunified.org,1967-04-03,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.43888,-119.88043,Shawn,Carey,scarey@sbunified.org,,,,,,,2015-06-18
42767864235727,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,534,257,537.0,539.0,529.0,159.0,42767864235727,601414.0,6031.0,Active,Santa Barbara,Santa Barbara Unified,Santa Barbara Senior High,700 East Anapamu Street,700 East Anapamu St.,Santa Barbara,93103-2384,CA,700 East Anapamu Street,700 East Anapamu St.,Santa Barbara,93103-2384,CA,(805) 966-9101,,www.sbunified.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.429632,-119.69778,John,Becchio,jbecchio@sbunified.org,,,,,,,2015-06-18
43694014338505,S,Westmont High,Campbell Union High,Santa Clara,346,202,528.0,537.0,529.0,125.0,43694014338505,607230.0,676.0,Active,Santa Clara,Campbell Union High,Westmont High,4805 Westmont Avenue,4805 Westmont Ave.,Campbell,95008-5725,CA,4805 Westmont Avenue,4805 Westmont Ave.,Campbell,95008-5725,CA,(408) 626-3406,,www.westmont.cuhsd.org,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.270126,-121.98595,Abra,Evenoff,aevenoff@cuhsd.org,,,,,,,2015-06-18
30664313033115,S,John F. Kennedy High,Anaheim Union High,Orange,592,309,524.0,551.0,529.0,196.0,30664313033115,602630.0,177.0,Active,Orange,Anaheim Union High,John F. Kennedy High,8281 Walker Street,8281 Walker St.,La Palma,90623-2126,CA,8281 Walker Street,8281 Walker St.,La Palma,90623-2126,CA,(714) 220-4101,,www.kennedyhigh.org,1964-09-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.843045,-118.03717,Russell,Earnest,earnest_r@auhsd.us,,,,,,,2015-06-18
37680496119564,S,Dehesa Charter,Dehesa Elementary,San Diego,65,17,588.0,496.0,529.0,11.0,37680496119564,610710.0,10626.0,Active,San Diego,Dehesa Elementary,Dehesa Charter,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,(760) 743-7880,,www.dehesacharterschool.org,2001-10-15,,1.0,0419,Directly funded,52,Elementary School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0.0,33.129838,-117.11193,Terri,Novacek,tnovacek@dehesacharterschool.org,,,,,,,2015-06-18
56726525630348,S,Foothill Technology High,Ventura Unified,Ventura,242,185,542.0,539.0,530.0,121.0,56726525630348,640980.0,8668.0,Active,Ventura,Ventura Unified,Foothill Technology High,100 Day Road,100 Day Rd.,Ventura,93003-2040,CA,100 Day Road,100 Day Rd.,Ventura,93003-2040,CA,(805) 289-0023,,www.venturausd.org/foothill.htm,2000-04-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,1.0,34.278027,-119.22675,Joseph,Bova,joe.bova@venturausd.org,,,,,,,2015-06-18
34674473430493,S,Bella Vista High,San Juan Unified,Sacramento,420,242,549.0,562.0,530.0,173.0,34674473430493,634620.0,5756.0,Active,Sacramento,San Juan Unified,Bella Vista High,8301 Madison Avenue,8301 Madison Ave.,Fair Oaks,95628-3823,CA,8301 Madison Avenue,8301 Madison Ave.,Fair Oaks,95628-3823,CA,(916) 971-5052,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.664315,-121.25064,Peggy,Haskins,phaskins@sanjuan.edu,,,,,,,2015-06-18
19649800000000,D,,Santa Monica-Malibu Unified,Los Angeles,931,492,537.0,545.0,530.0,306.0,19649800000000,635700.0,,Active,Los Angeles,Santa Monica-Malibu Unified,,1651 16th Street,1651 16th St.,Santa Monica,90404-3891,CA,1651 16th Street,1651 16th St.,Santa Monica,90404-3891,CA,(310) 450-8338,,www.smmusd.org,,,,,,54,Unified School District,,,,,,,,,,,34.022088,-118.47958,Chris,King,cking@smmusd.org,,,,,,,2016-07-26
31668943135704,S,Placer High,Placer Union High,Placer,308,117,539.0,542.0,530.0,73.0,31668943135704,630750.0,4784.0,Active,Placer,Placer Union High,Placer High,275 Orange Street,275 Orange St.,Auburn,95603-5115,CA,275 Orange Street,275 Orange St.,Auburn,95603-5115,CA,(530) 885-4581,,www.puhsd.k12.ca.us/placer,1980-07-01,,0.0,0084,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.895954,-121.07051,Peter,Efstathiu,pefstathiu@puhsd.k12.ca.us,,,,,,,2015-06-18
1612000133397,S,Granada High,Livermore Valley Joint Unified,Alameda,454,230,544.0,567.0,530.0,158.0,1612000133397,622110.0,2626.0,Active,Alameda,Livermore Valley Joint Unified,Granada High,400 Wall Street,400 Wall St.,Livermore,94550-4066,CA,400 Wall Street,400 Wall St.,Livermore,94550-4066,CA,(925) 606-4800,,www.granadahs.schoolloop.com/,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.675206,-121.78984,PJ,Daley,pdaley@lvjusd.k12.ca.us,,,,,,,2016-07-20
9618530000000,D,,El Dorado Union High,El Dorado,1684,788,541.0,556.0,530.0,540.0,9618530000000,612070.0,,Active,El Dorado,El Dorado Union High,,4675 Missouri Flat Road,4675 Missouri Flat Rd.,Placerville,95667-6816,CA,4675 Missouri Flat Road,4675 Missouri Flat Rd.,Placerville,95667-6816,CA,(530) 622-5081,,www.eduhsd.k12.ca.us,,,,,,56,High School District,,,,,,,,,,,38.694651,-120.82379,Stephen,Wehr,swehr@eduhsd.net,,,,,,,2015-06-23
43696664335949,S,Pioneer High,San Jose Unified,Santa Clara,356,259,530.0,540.0,531.0,159.0,43696664335949,634590.0,5732.0,Active,Santa Clara,San Jose Unified,Pioneer High,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,1290 Blossom Hill Road,1290 Blossom Hill Rd.,San Jose,95118-3126,CA,(408) 535-6310,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.247184,-121.88445,Herb,Espiritu,hespiritu@sjusd.org,,,,,,,2016-08-16
43694014336137,S,Prospect High,Campbell Union High,Santa Clara,263,153,534.0,552.0,531.0,98.0,43694014336137,607230.0,673.0,Active,Santa Clara,Campbell Union High,Prospect High,18900 Prospect Road,18900 Prospect Rd.,Saratoga,95070-3435,CA,18900 Prospect Road,18900 Prospect Rd.,Saratoga,95070-3435,CA,(408) 626-3408,,www.prospect.cuhsd.org,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.292868,-122.00238,Joell,Hanson,jhanson@cuhsd.org,,,,,,,2015-06-18
19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,417,253,520.0,575.0,531.0,161.0,19734451939834,616325.0,2072.0,Active,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,16455 Wedgeworth Drive,16455 Wedgeworth Dr.,Hacienda Heights,91745-3045,CA,16455 Wedgeworth Drive,16455 Wedgeworth Dr.,Hacienda Heights,91745-3045,CA,(626) 934-4410,,,1967-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.995701,-117.93796,Danielle,Kenfield,dkenfield@hlpusd.k12.ca.us,,,,,,,2015-08-12
37684523730942,S,Guajome Park Academy Charter,Vista Unified,San Diego,95,49,541.0,523.0,531.0,25.0,37684523730942,641190.0,3964.0,Active,San Diego,Vista Unified,Guajome Park Academy Charter,2000 North Santa Fe Avenue,2000 North Santa Fe Ave.,Vista,92083-1534,CA,2000 North Santa Fe Avenue,2000 North Santa Fe Ave.,Vista,92083-1534,CA,(760) 631-8500,,www.guajome.net,1994-07-01,,1.0,0050,Directly funded,54,Unified School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0.0,33.23012,-117.24877,Bob,Hampton,hamptonro@guajome.net,,,,,,,2016-04-21
31668943131851,S,Colfax High,Placer Union High,Placer,171,75,536.0,527.0,531.0,48.0,31668943131851,630750.0,4781.0,Active,Placer,Placer Union High,Colfax High,24995 Ben Taylor Road,24995 Ben Taylor Rd.,Colfax,95713-9556,CA,24995 Ben Taylor Road,24995 Ben Taylor Rd.,Colfax,95713-9556,CA,(530) 346-2284,,www.puhsd.k12.ca.us/colfax,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,39.10882,-120.96374,Paul,Lundberg,plundberg@puhsd.k12.ca.us,,,,,,,2015-06-18
21654170000000,D,,Novato Unified,Marin,615,318,533.0,533.0,531.0,202.0,21654170000000,627720.0,,Active,Marin,Novato Unified,,1015 Seventh Street,1015 Seventh St.,Novato,94945-2205,CA,1015 Seventh Street,1015 Seventh St.,Novato,94945-2205,CA,(415) 897-4201,,www.nusd.org,,,,,,54,Unified School District,,,,,,,,,,,38.109661,-122.57811,Jim,Hogeboom,jhogeboom@nusd.org,,,,,,,2015-10-09
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,635,307,533.0,571.0,532.0,194.0,30666473038023,630660.0,4773.0,Active,Orange,Placentia-Yorba Linda Unified,Valencia High,500 North Bradford Avenue,500 North Bradford Ave.,Placentia,92870-4844,CA,1301 East Orangethorpe Avenue,1301 East Orangethorpe Ave.,Placentia,92870,CA,(714) 996-4970,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,33.875951,-117.86928,Hector,Vasquez,hvasquez@pylusd.org,,,,,,,2016-07-19
30736433032109,S,Foothill High,Tustin Unified,Orange,598,337,532.0,542.0,532.0,218.0,30736433032109,640150.0,6638.0,Active,Orange,Tustin Unified,Foothill High,19251 Dodge Avenue,19251 Dodge Ave.,Santa Ana,92705-2236,CA,300 South C Street,300 South C St.,Tustin,92780,CA,(714) 730-7464,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,33.765927,-117.79929,Mike,Williams,mwilliams@tustin.k12.ca.us,,,,,,,2016-07-19
37680313731478,S,Coronado High,Coronado Unified,San Diego,302,245,543.0,549.0,532.0,168.0,37680313731478,609870.0,1071.0,Active,San Diego,Coronado Unified,Coronado High,650 D Avenue,650 D Ave.,Coronado,92118-2113,CA,650 D Avenue,650 D Ave.,Coronado,92118-2113,CA,(619) 522-8907,2096.0,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,32.691403,-117.17817,Jennifer,Moore,jennifer.moore@coronadousd.net,,,,,,,2015-06-18
44698234437406,S,Soquel High,Santa Cruz City High,Santa Cruz,251,127,534.0,505.0,532.0,85.0,44698234437406,635600.0,6068.0,Active,Santa Cruz,Santa Cruz City High,Soquel High,401 Old San Jose Road,401 Old San Jose Rd.,Soquel,95073-2213,CA,401 Old San Jose Road,401 Old San Jose Rd.,Soquel,95073-2213,CA,(831) 429-3909,123.0,http://soquel.sccs.net/,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,36.992848,-121.95727,Gail,Atlansky,gatlansky@sccs.net,,,,,,,2016-09-16
37680310000000,D,,Coronado Unified,San Diego,318,247,543.0,549.0,532.0,170.0,37680310000000,609870.0,,Active,San Diego,Coronado Unified,,201 Sixth Street,201 Sixth St.,Coronado,92118-1799,CA,201 Sixth Street,201 Sixth St.,Coronado,92118-1799,CA,(619) 522-8900,1025.0,www.coronadousd.net,,,,,,54,Unified School District,,,,,,,,,,,32.696202,-117.18727,Karl,Mueller,karl.mueller@coronadousd.net,,,,,,,2016-08-25
41689244135075,S,Oceana High,Jefferson Union High,San Mateo,158,89,534.0,550.0,532.0,58.0,41689244135075,618930.0,2294.0,Active,San Mateo,Jefferson Union High,Oceana High,401 Paloma Avenue,401 Paloma Ave.,Pacifica,94044-2436,CA,401 Paloma Avenue,401 Paloma Ave.,Pacifica,94044-2436,CA,(650) 550-7300,,http://ohs.juhsd.net,1962-09-01,,0.0,,,56,High School District,63.0,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,0.0,37.636896,-122.48687,Jonas,Barbour,jbarbo@juhsd.net,,,,,,,2016-08-26
56739400000000,D,,Moorpark Unified,Ventura,599,260,540.0,546.0,532.0,177.0,56739400000000,625690.0,,Active,Ventura,Moorpark Unified,,5297 Maureen Lane,5297 Maureen Ln.,Moorpark,93021-1862,CA,5297 Maureen Lane,5297 Maureen Ln.,Moorpark,93021-1862,CA,(805) 378-6300,,www.mrpk.org,,,,,,54,Unified School District,,,,,,,,,,,34.281697,-118.89604,Kelli,Hays,khays@mrpk.org,,,,,,,2015-06-23
34673300000000,D,,Folsom-Cordova Unified,Sacramento,1389,635,542.0,558.0,532.0,443.0,34673300000000,613890.0,,Active,Sacramento,Folsom-Cordova Unified,,1965 Birkmont Drive,1965 Birkmont Dr.,Rancho Cordova,95742-6407,CA,1965 Birkmont Drive,1965 Birkmont Dr.,Rancho Cordova,95742-6407,CA,(916) 294-9025,,www.fcusd.org,,,,,,54,Unified School District,,,,,,,,,,,38.632798,-121.2,Deborah,Bettencourt,dbettenc@fcusd.org,,,,,,,2015-06-23
1750930000000,D,,Dublin Unified,Alameda,498,292,534.0,565.0,533.0,190.0,1750930000000,600019.0,,Active,Alameda,Dublin Unified,,7471 Larkdale Avenue,7471 Larkdale Ave.,Dublin,94568-1500,CA,7471 Larkdale Avenue,7471 Larkdale Ave.,Dublin,94568-1500,CA,(925) 828-2551,8002.0,www.dublinusd.org,,,,,,54,Unified School District,,,,,,,,,,,37.716285,-121.93066,Leslie,Boozer,boozerleslie@dublinusd.org,,,,,,,2016-08-30
34674473430717,S,Visions In Education,San Juan Unified,Sacramento,870,43,571.0,527.0,533.0,29.0,34674473430717,634620.0,8283.0,Active,Sacramento,San Juan Unified,Visions In Education,5030 El Camino Avenue,5030 El Camino Ave.,Carmichael,95608-4650,CA,5030 El Camino Avenue,5030 El Camino Ave.,Carmichael,95608-4650,CA,(916) 971-7037,,www.viedu.org,1999-07-01,,1.0,0248,Locally funded,54,Unified School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0.0,38.6094,-121.34676,Jody,Graf,jgraf@viedu.org,,,,,,,2015-06-18
56739405633250,S,Moorpark High,Moorpark Unified,Ventura,486,237,541.0,550.0,533.0,162.0,56739405633250,625690.0,7784.0,Active,Ventura,Moorpark Unified,Moorpark High,4500 Tierra Rejada Road,4500 Tierra Rejada Rd.,Moorpark,93021-9772,CA,4500 Tierra Rejada Road,4500 Tierra Rejada Rd.,Moorpark,93021-9772,CA,(805) 378-6305,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.270186,-118.89871,Carrie,Pentis,cpentis@mrpk.org,,,,,,,2016-07-01
49709200000000,D,,Santa Rosa High,Sonoma,2045,592,538.0,551.0,533.0,385.0,49709200000000,635830.0,,Active,Sonoma,Santa Rosa High,,211 Ridgway Avenue,211 Ridgway Ave.,Santa Rosa,95401-4320,CA,211 Ridgway Avenue,211 Ridgway Ave.,Santa Rosa,95401-4320,CA,(707) 528-5181,,www.srcs.k12.ca.us,,,,,,56,High School District,,,,,,,,,,,38.449171,-122.72421,Diann,Kitamura,dkitamura@srcs.k12.ca.us,,,,,,,2016-05-27
21654172132272,S,Novato High,Novato Unified,Marin,319,207,534.0,533.0,533.0,133.0,21654172132272,627720.0,4191.0,Active,Marin,Novato Unified,Novato High,625 Arthur Street,625 Arthur St.,Novato,94947-4499,CA,625 Arthur Street,625 Arthur St.,Novato,94947-4499,CA,(415) 898-2125,,www.nusd.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.090633,-122.57293,Matthew,Baldwin,mbaldwin@nusd.org,,,,,,,2015-06-18
48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,120,51,545.0,537.0,533.0,39.0,48705734830113,640590.0,2846.0,Active,Solano,Vacaville Unified,Elise P. Buckingham Charter Magnet High,188-B Bella Vista Road,188-B Bella Vista Rd.,Vacaville,95687-3719,CA,188-B Bella Vista Road,188-B Bella Vista Rd.,Vacaville,95687-3719,CA,(707) 453-7300,,http://buckingham.vacavilleusd.org,1992-09-01,,1.0,0056,Locally funded,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,38.347828,-121.98784,Mike,Boles,mikeb@vacavilleusd.org,,,,,,,2016-10-10
1612000000000,D,,Livermore Valley Joint Unified,Alameda,975,423,544.0,561.0,533.0,294.0,1612000000000,622110.0,,Active,Alameda,Livermore Valley Joint Unified,,685 East Jack London Boulevard,685 East Jack London Blvd.,Livermore,94551-1899,CA,685 East Jack London Boulevard,685 East Jack London Blvd.,Livermore,94551-1899,CA,(925) 606-3200,,www.livermoreschools.com,,,,,,54,Unified School District,,,,,,,,,,,37.689031,-121.79177,Kelly,Bowers,kbowers@lvjusd.k12.ca.us,,,,,,,2015-06-23
1750930132704,S,Dublin High,Dublin Unified,Alameda,456,292,534.0,565.0,533.0,190.0,1750930132704,600019.0,9273.0,Active,Alameda,Dublin Unified,Dublin High,8151 Village Parkway,8151 Village Pkwy.,Dublin,94568-1656,CA,8151 Village Parkway,8151 Village Pkwy.,Dublin,94568-1656,CA,(925) 833-3300,7005.0,www.dublinusd.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.720996,-121.92639,Maureen,Byrne,byrnemaureen@dublinusd.org,,,,,,,2016-08-31
19642120000000,D,,ABC Unified,Los Angeles,1781,885,528.0,566.0,534.0,549.0,19642120000000,601620.0,,Active,Los Angeles,ABC Unified,,16700 Norwalk Boulevard,16700 Norwalk Blvd.,Cerritos,90703-1838,CA,16700 Norwalk Boulevard,16700 Norwalk Blvd.,Cerritos,90703-1838,CA,(562) 926-5566,21161.0,www.abcusd.k12.ca.us,,,,,,54,Unified School District,,,,,,,,,,,33.878988,-118.07255,Mary,Sieu,mary.sieu@abcusd.us,,,,,,,2016-10-12
29663572935500,S,Nevada Union High,Nevada Joint Union High,Nevada,419,122,550.0,552.0,534.0,83.0,29663572935500,626880.0,4064.0,Active,Nevada,Nevada Joint Union High,Nevada Union High,11761 Ridge Road,11761 Ridge Rd.,Grass Valley,95945-5025,CA,11761 Ridge Road,11761 Ridge Rd.,Grass Valley,95945-5025,CA,(530) 273-4431,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,39.24009,-121.05546,Dan,Frisella,dfrisella@njuhsd.com,,,,,,,2015-06-18
30665483032943,S,Huntington Beach High,Huntington Beach Union High,Orange,692,384,542.0,558.0,534.0,266.0,30665483032943,618060.0,2230.0,Active,Orange,Huntington Beach Union High,Huntington Beach High,1905 Main Street,1905 Main St.,Huntington Beach,92648-2705,CA,1905 Main Street,1905 Main St.,Huntington Beach,92648-2705,CA,(714) 536-2514,,www.hboilers.com,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.678372,-118.00177,Daniel,Morris,dmorris@hbuhsd.edu,,,,,,,2015-08-07
30664640113381,S,San Juan Hills High,Capistrano Unified,Orange,523,262,545.0,533.0,534.0,167.0,30664640113381,607440.0,11854.0,Active,Orange,Capistrano Unified,San Juan Hills High,29211 Stallion Ridge,29211 Stallion Ridge,San Juan Capistrano,92675-3639,CA,29211 Stallion Ridge,29211 Stallion Ridge,San Juan Capistrano,92675-3639,CA,(949) 234-5900,,www.sjhhs.org,2007-09-04,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,33.499094,-117.68286,Jennifer,Smalley,jsmalley@capousd.org,,,,,,,2016-05-28
